"product_id","variation_id","name.x","color.x","name.y","color.y","hue","fiber","yarn_weight","effect"
"1058","18657","florafil yarn super soft cotton | worsted","lady","florafil yarn super soft cotton | worsted","lady","gold","cotton","worsted",NA
"1058","3382","florafil yarn super soft cotton | worsted","brown galingale","florafil yarn super soft cotton | worsted","brown galingale","blue","cotton","dk",NA
"1058","3382","florafil yarn super soft cotton | worsted","brown galingale","florafil yarn super soft cotton | worsted","brown galingale","blue","cotton","worsted",NA
"1058","9999","florafil yarn super soft cotton | worsted","cotton","florafil yarn super soft cotton | worsted","cotton","blue","cotton","dk",NA
"1058","9999","florafil yarn super soft cotton | worsted","cotton","florafil yarn super soft cotton | worsted","cotton","blue","cotton","worsted",NA
"1069","1071","florafil metallic yarn | bulky","coral hibiscus with","florafil metallic yarn | bulky","coral hibiscus with","pink","cotton","bulky",NA
"1069","1071","florafil metallic yarn | bulky","coral hibiscus with","florafil metallic yarn | bulky","coral hibiscus with","pink","metallic","bulky",NA
"1069","1073","florafil metallic yarn | bulky","chocolate lily with","florafil metallic yarn | bulky","chocolate lily with","purple","cotton","bulky",NA
"1069","1073","florafil metallic yarn | bulky","chocolate lily with","florafil metallic yarn | bulky","chocolate lily with","purple","metallic","bulky",NA
"1069","9999","florafil metallic yarn | bulky","black dahlia with","florafil metallic yarn | bulky","black dahlia with","gold","cotton","bulky",NA
"1069","9999","florafil metallic yarn | bulky","black dahlia with","florafil metallic yarn | bulky","black dahlia with","gold","metallic","bulky",NA
"1085","1086","florafil super soft cotton yarn | bulky","aster","florafil super soft cotton yarn | bulky","aster","blue","cotton","bulky",NA
"1085","1088","florafil super soft cotton yarn | bulky","brown galingale","florafil super soft cotton yarn | bulky","brown galingale","gold","cotton","bulky",NA
"1085","1089","florafil super soft cotton yarn | bulky","blue hyacinth","florafil super soft cotton yarn | bulky","blue hyacinth","blue","cotton","bulky",NA
"1085","1090","florafil super soft cotton yarn | bulky","blue cornflower","florafil super soft cotton yarn | bulky","blue cornflower","blue","cotton","bulky",NA
"1085","1091","florafil super soft cotton yarn | bulky","coral hibiscus","florafil super soft cotton yarn | bulky","coral hibiscus","pink","cotton","bulky",NA
"1085","1092","florafil super soft cotton yarn | bulky","chocolate lily","florafil super soft cotton yarn | bulky","chocolate lily","purple","cotton","bulky",NA
"1085","1095","florafil super soft cotton yarn | bulky","green chrysanthemum","florafil super soft cotton yarn | bulky","green chrysanthemum","gold","cotton","bulky",NA
"1085","1096","florafil super soft cotton yarn | bulky","helenium mardi gras","florafil super soft cotton yarn | bulky","helenium mardi gras","blue","cotton","bulky",NA
"1085","1097","florafil super soft cotton yarn | bulky","indian paintbrush","florafil super soft cotton yarn | bulky","indian paintbrush","blue","cotton","bulky",NA
"1085","1100","florafil super soft cotton yarn | bulky","pink coneflower","florafil super soft cotton yarn | bulky","pink coneflower","pink","cotton","bulky",NA
"1085","1101","florafil super soft cotton yarn | bulky","pink phlox","florafil super soft cotton yarn | bulky","pink phlox","purple","cotton","bulky",NA
"1085","1102","florafil super soft cotton yarn | bulky","red hibiscus","florafil super soft cotton yarn | bulky","red hibiscus","gold","cotton","bulky",NA
"1085","1103","florafil super soft cotton yarn | bulky","yellow cinquefoil","florafil super soft cotton yarn | bulky","yellow cinquefoil","blue","cotton","bulky",NA
"1085","1383","florafil super soft cotton yarn | bulky","white lily","florafil super soft cotton yarn | bulky","white lily","gold","cotton","bulky",NA
"1085","1384","florafil super soft cotton yarn | bulky","navy bellflower","florafil super soft cotton yarn | bulky","navy bellflower","blue","cotton","bulky",NA
"1085","18986","florafil super soft cotton yarn | bulky","lady","florafil super soft cotton yarn | bulky","lady","blue","cotton","bulky",NA
"1085","19731","florafil super soft cotton yarn | bulky","natural cotton","florafil super soft cotton yarn | bulky","natural cotton","pink","cotton","bulky",NA
"1085","2517","florafil super soft cotton yarn | bulky","marigold","florafil super soft cotton yarn | bulky","marigold","purple","cotton","bulky",NA
"1085","9999","florafil super soft cotton yarn | bulky","blue cornflower","florafil super soft cotton yarn | bulky","blue cornflower","gold","cotton","bulky",NA
"10855","13050","shades of sunset","sunset blue","shades of sunset","sunset blue","blue","rayon / viscose","fingering",NA
"10855","13050","shades of sunset","sunset blue","shades of sunset","sunset blue","blue","rayon / viscose","undefined weight",NA
"10855","13051","shades of sunset","sunset red","shades of sunset","sunset red","blue","rayon / viscose","fingering",NA
"10855","13051","shades of sunset","sunset red","shades of sunset","sunset red","blue","rayon / viscose","undefined weight",NA
"10855","14306","shades of sunset","sunset purple","shades of sunset","sunset purple","pink","rayon / viscose","fingering",NA
"10855","14306","shades of sunset","sunset purple","shades of sunset","sunset purple","pink","rayon / viscose","undefined weight",NA
"10855","14805","shades of sunset","sunset green","shades of sunset","sunset green","purple","rayon / viscose","fingering",NA
"10855","14805","shades of sunset","sunset green","shades of sunset","sunset green","purple","rayon / viscose","undefined weight",NA
"11161","11162","mini dina","natural","mini dina","natural","gold","cotton","lace",NA
"11161","11162","mini dina","natural","mini dina","natural","gold","rayon / viscose","lace",NA
"11161","11163","mini dina","white","mini dina","white","blue","cotton","lace",NA
"11161","11163","mini dina","white","mini dina","white","blue","rayon / viscose","lace",NA
"11161","12660","mini dina","soft blue","mini dina","soft blue","gold","cotton","lace",NA
"11161","12660","mini dina","soft blue","mini dina","soft blue","gold","rayon / viscose","lace",NA
"11161","12661","mini dina","sunflower","mini dina","sunflower","blue","cotton","lace",NA
"11161","12661","mini dina","sunflower","mini dina","sunflower","blue","rayon / viscose","lace",NA
"11161","12676","mini dina","red","mini dina","red","blue","cotton","lace",NA
"11161","12676","mini dina","red","mini dina","red","blue","rayon / viscose","lace",NA
"11161","19366","mini dina","silver","mini dina","silver","pink","cotton","lace",NA
"11161","19366","mini dina","silver","mini dina","silver","pink","rayon / viscose","lace",NA
"11161","19367","mini dina","light copper","mini dina","light copper","purple","cotton","lace",NA
"11161","19367","mini dina","light copper","mini dina","light copper","purple","rayon / viscose","lace",NA
"11161","19654","mini dina","cascade navy","mini dina","cascade navy","gold","cotton","lace",NA
"11161","19654","mini dina","cascade navy","mini dina","cascade navy","gold","rayon / viscose","lace",NA
"11161","19655","mini dina","lime","mini dina","lime","blue","cotton","lace",NA
"11161","19655","mini dina","lime","mini dina","lime","blue","rayon / viscose","lace",NA
"11180","11185","seeded ratton (avanti)","tomato","seeded ratton (avanti)","tomato","blue","cotton","lace",NA
"11180","11185","seeded ratton (avanti)","tomato","seeded ratton (avanti)","tomato","blue","cotton","undefined weight",NA
"11180","11185","seeded ratton (avanti)","tomato","seeded ratton (avanti)","tomato","blue","rayon / viscose","lace",NA
"11180","11185","seeded ratton (avanti)","tomato","seeded ratton (avanti)","tomato","blue","rayon / viscose","undefined weight",NA
"11180","12634","seeded ratton (avanti)","buttercup","seeded ratton (avanti)","buttercup","pink","cotton","lace",NA
"11180","12634","seeded ratton (avanti)","buttercup","seeded ratton (avanti)","buttercup","pink","cotton","undefined weight",NA
"11180","12634","seeded ratton (avanti)","buttercup","seeded ratton (avanti)","buttercup","pink","rayon / viscose","lace",NA
"11180","12634","seeded ratton (avanti)","buttercup","seeded ratton (avanti)","buttercup","pink","rayon / viscose","undefined weight",NA
"11180","12635","seeded ratton (avanti)","sunflower","seeded ratton (avanti)","sunflower","purple","cotton","lace",NA
"11180","12635","seeded ratton (avanti)","sunflower","seeded ratton (avanti)","sunflower","purple","cotton","undefined weight",NA
"11180","12635","seeded ratton (avanti)","sunflower","seeded ratton (avanti)","sunflower","purple","rayon / viscose","lace",NA
"11180","12635","seeded ratton (avanti)","sunflower","seeded ratton (avanti)","sunflower","purple","rayon / viscose","undefined weight",NA
"11180","12636","seeded ratton (avanti)","cotton candy","seeded ratton (avanti)","cotton candy","gold","cotton","lace",NA
"11180","12636","seeded ratton (avanti)","cotton candy","seeded ratton (avanti)","cotton candy","gold","cotton","undefined weight",NA
"11180","12636","seeded ratton (avanti)","cotton candy","seeded ratton (avanti)","cotton candy","gold","rayon / viscose","lace",NA
"11180","12636","seeded ratton (avanti)","cotton candy","seeded ratton (avanti)","cotton candy","gold","rayon / viscose","undefined weight",NA
"11180","12639","seeded ratton (avanti)","natural","seeded ratton (avanti)","natural","blue","cotton","lace",NA
"11180","12639","seeded ratton (avanti)","natural","seeded ratton (avanti)","natural","blue","cotton","undefined weight",NA
"11180","12639","seeded ratton (avanti)","natural","seeded ratton (avanti)","natural","blue","rayon / viscose","lace",NA
"11180","12639","seeded ratton (avanti)","natural","seeded ratton (avanti)","natural","blue","rayon / viscose","undefined weight",NA
"11180","13992","seeded ratton (avanti)","dark navy","seeded ratton (avanti)","dark navy","gold","cotton","lace",NA
"11180","13992","seeded ratton (avanti)","dark navy","seeded ratton (avanti)","dark navy","gold","cotton","undefined weight",NA
"11180","13992","seeded ratton (avanti)","dark navy","seeded ratton (avanti)","dark navy","gold","rayon / viscose","lace",NA
"11180","13992","seeded ratton (avanti)","dark navy","seeded ratton (avanti)","dark navy","gold","rayon / viscose","undefined weight",NA
"11180","13994","seeded ratton (avanti)","black","seeded ratton (avanti)","black","blue","cotton","lace",NA
"11180","13994","seeded ratton (avanti)","black","seeded ratton (avanti)","black","blue","cotton","undefined weight",NA
"11180","13994","seeded ratton (avanti)","black","seeded ratton (avanti)","black","blue","rayon / viscose","lace",NA
"11180","13994","seeded ratton (avanti)","black","seeded ratton (avanti)","black","blue","rayon / viscose","undefined weight",NA
"11180","19883","seeded ratton (avanti)","purple plum","seeded ratton (avanti)","purple plum","blue","cotton","lace",NA
"11180","19883","seeded ratton (avanti)","purple plum","seeded ratton (avanti)","purple plum","blue","cotton","undefined weight",NA
"11180","19883","seeded ratton (avanti)","purple plum","seeded ratton (avanti)","purple plum","blue","rayon / viscose","lace",NA
"11180","19883","seeded ratton (avanti)","purple plum","seeded ratton (avanti)","purple plum","blue","rayon / viscose","undefined weight",NA
"1144","1157","florafil baby yarn| soft bulky cotton yarn","baby rose","florafil baby yarn| soft bulky cotton yarn","baby rose","pink",NA,NA,NA
"1144","1158","florafil baby yarn| soft bulky cotton yarn","baby rose","florafil baby yarn| soft bulky cotton yarn","baby rose","purple",NA,NA,NA
"1144","1159","florafil baby yarn| soft bulky cotton yarn","baby buttercup","florafil baby yarn| soft bulky cotton yarn","baby buttercup","gold",NA,NA,NA
"1144","1160","florafil baby yarn| soft bulky cotton yarn","baby buttercup","florafil baby yarn| soft bulky cotton yarn","baby buttercup","blue",NA,NA,NA
"1144","1163","florafil baby yarn| soft bulky cotton yarn","baby sage","florafil baby yarn| soft bulky cotton yarn","baby sage","blue",NA,NA,NA
"1144","1165","florafil baby yarn| soft bulky cotton yarn","baby lavender","florafil baby yarn| soft bulky cotton yarn","baby lavender","pink",NA,NA,NA
"1144","1166","florafil baby yarn| soft bulky cotton yarn","baby lavender","florafil baby yarn| soft bulky cotton yarn","baby lavender","purple",NA,NA,NA
"1144","19219","florafil baby yarn| soft bulky cotton yarn","blue flag iris","florafil baby yarn| soft bulky cotton yarn","blue flag iris","gold",NA,NA,NA
"1144","9999","florafil baby yarn| soft bulky cotton yarn","baby sage on","florafil baby yarn| soft bulky cotton yarn","baby sage on","blue",NA,NA,NA
"12357","12362","fiesta wool","natural","fiesta wool","natural","gold","wool","aran",NA
"12357","12362","fiesta wool","natural","fiesta wool","natural","gold","wool","undefined weight",NA
"12357","12363","fiesta wool","limestone","fiesta wool","limestone","blue","wool","aran",NA
"12357","12363","fiesta wool","limestone","fiesta wool","limestone","blue","wool","undefined weight",NA
"12357","12364","fiesta wool","sombrero","fiesta wool","sombrero","blue","wool","aran",NA
"12357","12364","fiesta wool","sombrero","fiesta wool","sombrero","blue","wool","undefined weight",NA
"12357","12365","fiesta wool","maraca","fiesta wool","maraca","pink","wool","aran",NA
"12357","12365","fiesta wool","maraca","fiesta wool","maraca","pink","wool","undefined weight",NA
"12357","17799","fiesta wool","red pepper","fiesta wool","red pepper","purple","wool","aran",NA
"12357","17799","fiesta wool","red pepper","fiesta wool","red pepper","purple","wool","undefined weight",NA
"12357","17801","fiesta wool","cactus","fiesta wool","cactus","gold","wool","aran",NA
"12357","17801","fiesta wool","cactus","fiesta wool","cactus","gold","wool","undefined weight",NA
"12357","17802","fiesta wool","blue agave","fiesta wool","blue agave","blue","wool","aran",NA
"12357","17802","fiesta wool","blue agave","fiesta wool","blue agave","blue","wool","undefined weight",NA
"12357","17803","fiesta wool","jalapeno","fiesta wool","jalapeno","blue","wool","aran",NA
"12357","17803","fiesta wool","jalapeno","fiesta wool","jalapeno","blue","wool","undefined weight",NA
"12357","21663","fiesta wool","stone","fiesta wool","stone","pink","wool","aran",NA
"12357","21663","fiesta wool","stone","fiesta wool","stone","pink","wool","undefined weight",NA
"12369","12384","thick rayon chenille","cream","thick rayon chenille","cream","purple",NA,NA,NA
"12369","12386","thick rayon chenille","white","thick rayon chenille","white","gold",NA,NA,NA
"12399","12400","cotton rayon yarn","bark","cotton rayon yarn","bark","blue","cotton","undefined weight",NA
"12399","12400","cotton rayon yarn","bark","cotton rayon yarn","bark","blue","cotton","worsted",NA
"12399","12400","cotton rayon yarn","bark","cotton rayon yarn","bark","blue","rayon / viscose","undefined weight",NA
"12399","12400","cotton rayon yarn","bark","cotton rayon yarn","bark","blue","rayon / viscose","worsted",NA
"12399","12401","cotton rayon yarn","indigo","cotton rayon yarn","indigo","gold","cotton","undefined weight",NA
"12399","12401","cotton rayon yarn","indigo","cotton rayon yarn","indigo","gold","cotton","worsted",NA
"12399","12401","cotton rayon yarn","indigo","cotton rayon yarn","indigo","gold","rayon / viscose","undefined weight",NA
"12399","12401","cotton rayon yarn","indigo","cotton rayon yarn","indigo","gold","rayon / viscose","worsted",NA
"12399","12402","cotton rayon yarn","suede","cotton rayon yarn","suede","blue","cotton","undefined weight",NA
"12399","12402","cotton rayon yarn","suede","cotton rayon yarn","suede","blue","cotton","worsted",NA
"12399","12402","cotton rayon yarn","suede","cotton rayon yarn","suede","blue","rayon / viscose","undefined weight",NA
"12399","12402","cotton rayon yarn","suede","cotton rayon yarn","suede","blue","rayon / viscose","worsted",NA
"12399","12403","cotton rayon yarn","sade","cotton rayon yarn","sade","blue","cotton","undefined weight",NA
"12399","12403","cotton rayon yarn","sade","cotton rayon yarn","sade","blue","cotton","worsted",NA
"12399","12403","cotton rayon yarn","sade","cotton rayon yarn","sade","blue","rayon / viscose","undefined weight",NA
"12399","12403","cotton rayon yarn","sade","cotton rayon yarn","sade","blue","rayon / viscose","worsted",NA
"12680","12714","shimmer yarn","blue hyacinth","shimmer yarn","blue hyacinth","pink","cotton","worsted",NA
"12680","12714","shimmer yarn","blue hyacinth","shimmer yarn","blue hyacinth","pink","rayon / viscose","worsted",NA
"12680","12715","shimmer yarn","brown galingale","shimmer yarn","brown galingale","purple","cotton","worsted",NA
"12680","12715","shimmer yarn","brown galingale","shimmer yarn","brown galingale","purple","rayon / viscose","worsted",NA
"12680","12717","shimmer yarn","lady","shimmer yarn","lady","gold","cotton","worsted",NA
"12680","12717","shimmer yarn","lady","shimmer yarn","lady","gold","rayon / viscose","worsted",NA
"12680","12718","shimmer yarn","lavender","shimmer yarn","lavender","blue","cotton","worsted",NA
"12680","12718","shimmer yarn","lavender","shimmer yarn","lavender","blue","rayon / viscose","worsted",NA
"12680","12719","shimmer yarn","white lily","shimmer yarn","white lily","blue","cotton","worsted",NA
"12680","12719","shimmer yarn","white lily","shimmer yarn","white lily","blue","rayon / viscose","worsted",NA
"12680","12720","shimmer yarn","yellow cinquefoil","shimmer yarn","yellow cinquefoil","pink","cotton","worsted",NA
"12680","12720","shimmer yarn","yellow cinquefoil","shimmer yarn","yellow cinquefoil","pink","rayon / viscose","worsted",NA
"12984","15701","macaw yarn","cockatoo","macaw yarn","cockatoo","purple","wool","bulky",NA
"12984","15704","macaw yarn","african gray","macaw yarn","african gray","gold","wool","bulky",NA
"12984","17831","macaw yarn","blue parrot","macaw yarn","blue parrot","blue","wool","bulky",NA
"12984","17832","macaw yarn","great green","macaw yarn","great green","gold","wool","bulky",NA
"12984","17833","macaw yarn","scarlet macaw","macaw yarn","scarlet macaw","blue","wool","bulky",NA
"12984","17834","macaw yarn","violet starling","macaw yarn","violet starling","blue","wool","bulky",NA
"12984","17944","macaw yarn","amazon","macaw yarn","amazon","pink","wool","bulky",NA
"13312","19591","jewels","black black","jewels","black black","purple","metallic","lace",NA
"13312","19591","jewels","black black","jewels","black black","purple","rayon / viscose","lace",NA
"13312","19591","jewels","black black","jewels","black black","purple","wool","lace",NA
"13312","19592","jewels","black silver","jewels","black silver","gold","metallic","lace",NA
"13312","19592","jewels","black silver","jewels","black silver","gold","rayon / viscose","lace",NA
"13312","19592","jewels","black silver","jewels","black silver","gold","wool","lace",NA
"13312","19593","jewels","black copper","jewels","black copper","blue","metallic","lace",NA
"13312","19593","jewels","black copper","jewels","black copper","blue","rayon / viscose","lace",NA
"13312","19593","jewels","black copper","jewels","black copper","blue","wool","lace",NA
"13312","19595","jewels","white silver","jewels","white silver","blue","metallic","lace",NA
"13312","19595","jewels","white silver","jewels","white silver","blue","rayon / viscose","lace",NA
"13312","19595","jewels","white silver","jewels","white silver","blue","wool","lace",NA
"13312","9999","jewels","onyx","jewels","onyx","pink","metallic","lace",NA
"13312","9999","jewels","onyx","jewels","onyx","pink","rayon / viscose","lace",NA
"13312","9999","jewels","onyx","jewels","onyx","pink","wool","lace",NA
"13654","16071","4/4 cotton yarn","black","4/4 cotton yarn","black","purple","cotton","fingering",NA
"13654","16074","4/4 cotton yarn","cotton candy","4/4 cotton yarn","cotton candy","gold","cotton","fingering",NA
"13654","16703","worsted cotton yarn","sienna","worsted cotton yarn","sienna","blue","cotton","fingering",NA
"13654","16715","4/4 cotton yarn","denim","4/4 cotton yarn","denim","gold","cotton","fingering",NA
"13654","16913","worsted cotton yarn","natural","worsted cotton yarn","natural","blue","cotton","fingering",NA
"13654","17244","4/4 cotton yarn","burgundy","4/4 cotton yarn","burgundy","blue","cotton","fingering",NA
"13654","17270","worsted cotton yarn","indigo","worsted cotton yarn","indigo","pink","cotton","fingering",NA
"13654","17275","4/4 cotton yarn","berry","4/4 cotton yarn","berry","purple","cotton","fingering",NA
"13654","17329","4/4 cotton yarn","bright purple","4/4 cotton yarn","bright purple","gold","cotton","fingering",NA
"13654","17399","worsted cotton yarn","sky blue","worsted cotton yarn","sky blue","blue","cotton","fingering",NA
"13654","18191","worsted cotton yarn","lounge green","worsted cotton yarn","lounge green","blue","cotton","fingering",NA
"13654","18329","4/4 cotton yarn","burnt auburn","4/4 cotton yarn","burnt auburn","pink","cotton","fingering",NA
"13654","18331","4/4 cotton yarn","lavender","4/4 cotton yarn","lavender","purple","cotton","fingering",NA
"13654","18333","4/4 cotton yarn","khaki","4/4 cotton yarn","khaki","gold","cotton","fingering",NA
"13654","18566","worsted cotton yarn","natural","worsted cotton yarn","natural","blue","cotton","fingering",NA
"13654","18567","4/4 cotton yarn","lilac","4/4 cotton yarn","lilac","gold","cotton","fingering",NA
"13654","18568","4/4 cotton yarn","denim","4/4 cotton yarn","denim","blue","cotton","fingering",NA
"13654","19015","worsted cotton yarn","stone","worsted cotton yarn","stone","blue","cotton","fingering",NA
"13654","19016","4/4 cotton yarn","stone","4/4 cotton yarn","stone","pink","cotton","fingering",NA
"13654","19023","4/4 cotton yarn","lilac","4/4 cotton yarn","lilac","purple","cotton","fingering",NA
"13654","21092","4/4 cotton yarn","beeswax","4/4 cotton yarn","beeswax","gold","cotton","fingering",NA
"13654","21128","4/4 cotton yarn","tin reflection","4/4 cotton yarn","tin reflection","blue","cotton","fingering",NA
"13654","9999","worsted cotton yarn","large burnt auburn","worsted cotton yarn","large burnt auburn","blue","cotton","fingering",NA
"13744","13745","plush","golden","plush","golden","pink","rayon / viscose","lace",NA
"13744","13745","plush","golden","plush","golden","pink","wool","lace",NA
"13790","13793","hank or cone","bumble bee cone","hank or cone","bumble bee cone","purple","cotton","sport",NA
"13790","13793","hank or cone","bumble bee cone","hank or cone","bumble bee cone","purple","cotton","undefined weight",NA
"13790","13793","hank or cone","bumble bee cone","hank or cone","bumble bee cone","purple","rayon / viscose","sport",NA
"13790","13793","hank or cone","bumble bee cone","hank or cone","bumble bee cone","purple","rayon / viscose","undefined weight",NA
"13790","13795","hank or cone","spider skein","hank or cone","spider skein","gold","cotton","sport",NA
"13790","13795","hank or cone","spider skein","hank or cone","spider skein","gold","cotton","undefined weight",NA
"13790","13795","hank or cone","spider skein","hank or cone","spider skein","gold","rayon / viscose","sport",NA
"13790","13795","hank or cone","spider skein","hank or cone","spider skein","gold","rayon / viscose","undefined weight",NA
"13790","13797","hank or cone","spider cone","hank or cone","spider cone","blue","cotton","sport",NA
"13790","13797","hank or cone","spider cone","hank or cone","spider cone","blue","cotton","undefined weight",NA
"13790","13797","hank or cone","spider cone","hank or cone","spider cone","blue","rayon / viscose","sport",NA
"13790","13797","hank or cone","spider cone","hank or cone","spider cone","blue","rayon / viscose","undefined weight",NA
"13790","13799","hank or cone","butterfly skein","hank or cone","butterfly skein","gold","cotton","sport",NA
"13790","13799","hank or cone","butterfly skein","hank or cone","butterfly skein","gold","cotton","undefined weight",NA
"13790","13799","hank or cone","butterfly skein","hank or cone","butterfly skein","gold","rayon / viscose","sport",NA
"13790","13799","hank or cone","butterfly skein","hank or cone","butterfly skein","gold","rayon / viscose","undefined weight",NA
"13790","13800","hank or cone","butterfly cone","hank or cone","butterfly cone","blue","cotton","sport",NA
"13790","13800","hank or cone","butterfly cone","hank or cone","butterfly cone","blue","cotton","undefined weight",NA
"13790","13800","hank or cone","butterfly cone","hank or cone","butterfly cone","blue","rayon / viscose","sport",NA
"13790","13800","hank or cone","butterfly cone","hank or cone","butterfly cone","blue","rayon / viscose","undefined weight",NA
"13790","13802","hank or cone","firefly skein","hank or cone","firefly skein","blue","cotton","sport",NA
"13790","13802","hank or cone","firefly skein","hank or cone","firefly skein","blue","cotton","undefined weight",NA
"13790","13802","hank or cone","firefly skein","hank or cone","firefly skein","blue","rayon / viscose","sport",NA
"13790","13802","hank or cone","firefly skein","hank or cone","firefly skein","blue","rayon / viscose","undefined weight",NA
"13904","13905","carnival","lemonade","carnival","lemonade","pink","wool","lace",NA
"13904","13905","carnival","lemonade","carnival","lemonade","pink","wool","undefined weight",NA
"13904","13907","carnival","gypsy","carnival","gypsy","purple","wool","lace",NA
"13904","13907","carnival","gypsy","carnival","gypsy","purple","wool","undefined weight",NA
"13904","13909","carnival","lollipop","carnival","lollipop","gold","wool","lace",NA
"13904","13909","carnival","lollipop","carnival","lollipop","gold","wool","undefined weight",NA
"13904","17428","carnival","blueberry","carnival","blueberry","blue","wool","lace",NA
"13904","17428","carnival","blueberry","carnival","blueberry","blue","wool","undefined weight",NA
"14007","14014","nature walk","dawn","nature walk","dawn","blue","rayon / viscose","fingering",NA
"14007","14014","nature walk","dawn","nature walk","dawn","blue","rayon / viscose","undefined weight",NA
