"order_id","order_date","order_total","user_type","product_id","variation_id","quantity","coupon","meta.yarn_usage"
"21440",2021-01-18,178.07,"wholesale buyer","1085","1101",1,NA,NA
"21440",2021-01-18,178.07,"wholesale buyer","1085","1103",1,NA,NA
"21440",2021-01-18,178.07,"wholesale buyer","1144","1159",1,NA,NA
"21440",2021-01-18,178.07,"wholesale buyer","19107","19116",1,NA,NA
"21440",2021-01-18,178.07,"wholesale buyer","605","1048",3,NA,NA
"21440",2021-01-18,178.07,"wholesale buyer","605","11431",3,NA,NA
"21440",2021-01-18,178.07,"wholesale buyer","605","1885",2,NA,NA
"21420",2021-01-17,81.12,"guest","1085","1101",1,NA,NA
"21420",2021-01-17,81.12,"guest","1085","1103",2,NA,NA
"21420",2021-01-17,81.12,"guest","1085","19731",2,NA,NA
"21419",2021-01-17,125.77,"guest","18281","18289",1,"1signup",NA
"21419",2021-01-17,125.77,"guest","18281","18561",1,"1signup",NA
"21419",2021-01-17,125.77,"guest","18281","19029",1,"1signup",NA
"21419",2021-01-17,125.77,"guest","18281","19730",1,"1signup",NA
"21419",2021-01-17,125.77,"guest","18281","20200",1,"1signup",NA
"21419",2021-01-17,125.77,"guest","18281","21190",1,"1signup",NA
"21419",2021-01-17,125.77,"guest","18281","21192",1,"1signup",NA
"21418",2021-01-17,20,"wholesale buyer",NA,NA,NA,NA,NA
"21417",2021-01-16,147.61,"guest","17166","17199",1,NA,NA
"21417",2021-01-16,147.61,"guest","17166","17200",1,NA,NA
"21417",2021-01-16,147.61,"guest","17166","17201",1,NA,NA
"21417",2021-01-16,147.61,"guest","17166","17203",1,NA,NA
"21417",2021-01-16,147.61,"guest","20204","20205",1,NA,NA
"21416",2021-01-15,76.76,"registered customer","3680","9999",4,NA,NA
"21414",2021-01-15,309.44,"registered customer","17032","18374",2,NA,NA
"21414",2021-01-15,309.44,"registered customer","17032","18375",2,NA,NA
"21414",2021-01-15,309.44,"registered customer","1946","18368",9,NA,NA
"21414",2021-01-15,309.44,"registered customer","1946","3631",4,NA,NA
"21414",2021-01-15,309.44,"registered customer","1946","3633",5,NA,NA
"21413",2021-01-14,124.02,"registered customer","11161","11162",1,NA,NA
"21413",2021-01-14,124.02,"registered customer","19099","19102",1,NA,NA
"21413",2021-01-14,124.02,"registered customer","21048","21060",1,NA,NA
"21413",2021-01-14,124.02,"registered customer","2563","9213",1,NA,NA
"21413",2021-01-14,124.02,"registered customer","9357","16158",1,NA,NA
"21413",2021-01-14,124.02,"registered customer","9841","9845",1,NA,NA
"21405",2021-01-14,38,"registered customer","1946","15014",1,NA,NA
"21405",2021-01-14,38,"registered customer","1946","1947",1,NA,NA
"21404",2021-01-14,144.6,"registered customer","1987","19420",1,NA,NA
"21404",2021-01-14,144.6,"registered customer","1987","19421",1,NA,NA
"21404",2021-01-14,144.6,"registered customer","1987","2009",1,NA,NA
"21404",2021-01-14,144.6,"registered customer","1987","2014",1,NA,NA
"21404",2021-01-14,144.6,"registered customer","1987","2015",1,NA,NA
"21404",2021-01-14,144.6,"registered customer","1987","2016",1,NA,NA
"21404",2021-01-14,144.6,"registered customer","1987","2018",1,NA,NA
"21404",2021-01-14,144.6,"registered customer","1987","2507",1,NA,NA
"21402",2021-01-12,30.51,"guest","20468","20474",1,NA,NA
"21401",2021-01-12,141.32,"registered customer","18977","21160",2,NA,NA
"21401",2021-01-12,141.32,"registered customer","9841","9842",4,NA,NA
"21400",2021-01-12,70.3,"registered customer","16614","16633",1,"1signup",NA
"21400",2021-01-12,70.3,"registered customer","16614","19348",1,"1signup",NA
"21399",2021-01-11,41.31,"guest",NA,NA,NA,NA,NA
"21398",2021-01-11,189.89,"registered customer","16614","16617",1,"1signup",NA
"21398",2021-01-11,189.89,"registered customer","16614","20466",1,"1signup",NA
"21398",2021-01-11,189.89,"registered customer","19107","19111",1,"1signup",NA
"21398",2021-01-11,189.89,"registered customer","19107","19113",3,"1signup",NA
"21398",2021-01-11,189.89,"registered customer","19107","19115",1,"1signup",NA
"21398",2021-01-11,189.89,"registered customer","19107","20453",1,"1signup",NA
"21397",2021-01-11,73.53,"registered customer","20468","9999",1,NA,NA
"21397",2021-01-11,73.53,"registered customer","20497","20504",1,NA,NA
"21397",2021-01-11,73.53,"registered customer","20497","9999",1,NA,NA
"21326",2021-01-11,38,"registered customer","1946","2267",2,NA,NA
"21324",2021-01-10,42.39,"wholesale buyer","15530","18044",1,NA,NA
"21323",2021-01-09,127.22,"guest","17955","17956",1,NA,NA
"21323",2021-01-09,127.22,"guest","1946","1947",1,NA,NA
"21323",2021-01-09,127.22,"guest","21000","21002",1,NA,NA
"21323",2021-01-09,127.22,"guest","21017","21026",1,NA,NA
"21322",2021-01-08,50.85,"guest","21048","21053",1,NA,NA
"21322",2021-01-08,50.85,"guest","21048","21063",1,NA,NA
"21322",2021-01-08,50.85,"guest","21048","21067",1,NA,NA
"21321",2021-01-08,161.8,"guest","19175","19176",2,NA,NA
"21321",2021-01-08,161.8,"guest","19175","19177",2,NA,NA
"21321",2021-01-08,161.8,"guest","19175","19179",2,NA,NA
"21321",2021-01-08,161.8,"guest","19175","19180",2,NA,NA
"21320",2021-01-08,42.37,"registered customer","18165","18166",2,NA,NA
"21320",2021-01-08,42.37,"registered customer","18165","18167",1,NA,NA
"21319",2021-01-08,46.69,"guest","17032","18373",1,NA,NA
"21319",2021-01-08,46.69,"guest","17702","17716",2,NA,NA
"21318",2021-01-07,218.46,"registered customer","12357","17801",1,"1signup",NA
"21318",2021-01-07,218.46,"registered customer","16614","16615",1,"1signup",NA
"21318",2021-01-07,218.46,"registered customer","1739","2527",2,"1signup",NA
"21318",2021-01-07,218.46,"registered customer","17702","17708",2,"1signup",NA
"21318",2021-01-07,218.46,"registered customer","17702","17711",1,"1signup",NA
"21318",2021-01-07,218.46,"registered customer","18977","19485",1,"1signup",NA
"21318",2021-01-07,218.46,"registered customer","19107","19108",1,"1signup",NA
"21318",2021-01-07,218.46,"registered customer","19107","19111",1,"1signup",NA
"21318",2021-01-07,218.46,"registered customer","19107","19113",1,"1signup",NA
"21317",2021-01-07,60.57,"guest","21095","21096",1,NA,NA
"21316",2021-01-07,97.56,"registered customer","13312","19591",1,"1signup",NA
"21316",2021-01-07,97.56,"registered customer","13312","19595",1,"1signup",NA
"21316",2021-01-07,97.56,"registered customer","14587","14588",1,"1signup",NA
"21316",2021-01-07,97.56,"registered customer","14587","14590",1,"1signup",NA
"21316",2021-01-07,97.56,"registered customer","14587","14591",1,"1signup",NA
"21316",2021-01-07,97.56,"registered customer","18970","18972",1,"1signup",NA
"21316",2021-01-07,97.56,"registered customer","18970","18974",1,"1signup",NA
"21315",2021-01-07,77.84,"registered customer","13790","13797",1,NA,NA
"21315",2021-01-07,77.84,"registered customer","18952","18953",1,NA,NA
"21315",2021-01-07,77.84,"registered customer","20468","20540",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","13654","16715",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","13654","18329",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","13654","18331",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","13654","18333",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","13654","21128",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","16614","16621",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","16614","16625",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","16614","16631",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","16614","19277",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","16614","20466",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","18281","18282",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","18281","18284",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","18281","18288",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","18281","20570",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","18281","20572",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","1987","2006",4,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","1987","2010",4,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","1987","2013",4,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","1987","2014",4,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","1987","2018",4,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","6854","20772",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","6854","20775",1,NA,NA
"21314",2021-01-07,534.82,"wholesale buyer","6854","7124",1,NA,NA
"21311",2021-01-06,28.46,"guest","20468","20540",1,"1signup",NA
"21310",2021-01-06,35.92,"registered customer",NA,NA,NA,NA,NA
"21309",2021-01-06,57.33,"guest","17032","18373",3,NA,NA
"21308",2021-01-06,191.86,"guest","18977","19481",2,"1signup",NA
"21308",2021-01-06,191.86,"guest","18977","19484",2,"1signup",NA
"21307",2021-01-06,202.68,"registered customer","17166","17355",1,NA,NA
"21307",2021-01-06,202.68,"registered customer","17166","17359",1,NA,NA
"21307",2021-01-06,202.68,"registered customer","17166","17362",1,NA,NA
"21307",2021-01-06,202.68,"registered customer","7709","16834",8,NA,NA
"21295",2021-01-06,170.43,"registered customer","6854","20773",4,NA,NA
"21295",2021-01-06,170.43,"registered customer","6854","7124",5,NA,NA
"21294",2021-01-05,26.19,"guest","9841","9845",1,NA,NA
"21293",2021-01-04,54.11,"registered customer","1085","1089",1,NA,NA
"21293",2021-01-04,54.11,"registered customer","14587","14588",2,NA,NA
"21293",2021-01-04,54.11,"registered customer","21095","21106",1,NA,NA
"21292",2021-01-04,362.78,"wholesale buyer","17955","18237",2,NA,NA
"21292",2021-01-04,362.78,"wholesale buyer","17955","19607",2,NA,NA
"21292",2021-01-04,362.78,"wholesale buyer","17955","19608",3,NA,NA
"21292",2021-01-04,362.78,"wholesale buyer","17955","19802",3,NA,NA
"21292",2021-01-04,362.78,"wholesale buyer","17955","19909",4,NA,NA
"21292",2021-01-04,362.78,"wholesale buyer","17955","20226",3,NA,NA
"21292",2021-01-04,362.78,"wholesale buyer","21095","21102",1,NA,NA
"21292",2021-01-04,362.78,"wholesale buyer","21095","21104",2,NA,NA
"21292",2021-01-04,362.78,"wholesale buyer","21095","21105",1,NA,NA
"21292",2021-01-04,362.78,"wholesale buyer","21095","21107",1,NA,NA
"21290",2021-01-03,95.95,"wholesale buyer","21095","21102",6,"hello2021",NA
"21289",2021-01-03,272.26,"guest","10855","13050",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","11180","13992",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","11180","13994",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","13312","19591",2,"hello2021",NA
"21289",2021-01-03,272.26,"guest","13312","19592",2,"hello2021",NA
"21289",2021-01-03,272.26,"guest","16287","16290",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","16999","17003",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","17166","17204",2,"hello2021",NA
"21289",2021-01-03,272.26,"guest","17166","17357",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","17166","17362",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","17955","20226",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","19551","9999",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","20497","9999",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","20986","20987",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","7709","16827",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","8165","17664",1,"hello2021",NA
"21289",2021-01-03,272.26,"guest","9824","9827",1,"hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","15558","15580",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","16047","19877",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","16047","19878",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","16495","16496",3,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","16495","16498",3,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","16495","16500",11,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","16495","16502",3,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","17166","17201",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","17166","17204",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","17848","18107",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","17848","18109",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","17848","18111",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","17848","18950",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","1791","1792",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","1791","1793",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","18199","18200",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","18199","18201",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","18199","21173",4,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","18952","18953",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","18952","18954",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","18952","18955",6,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","18952","20082",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","19207","9999",6,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","20214","20215",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","20214","20217",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","20468","20472",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","20468","9999",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","20497","20503",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","20497","9999",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2260","16330",4,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2260","6710",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2260","6711",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2260","6734",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2260","6735",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2260","6736",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2586","18004",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2586","18005",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2698","14848",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2698","14849",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2698","17924",1,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2698","2701",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2698","2929",4,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","2698","9962",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","3512","6901",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","6854","20771",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","6854","7124",4,"goodbye2020|amount:129.54;code:hello2021",NA
"21288",2021-01-03,1731.52,"registered customer","6854","7126",2,"goodbye2020|amount:129.54;code:hello2021",NA
"21287",2021-01-03,41.08,"registered customer","21048","21052",2,"hello2021",NA
"21286",2021-01-03,109.44,"registered customer","2382","17136",2,"hello2021",NA
"21286",2021-01-03,109.44,"registered customer","2382","18317",2,"hello2021",NA
"21286",2021-01-03,109.44,"registered customer","2382","2384",3,"hello2021",NA
"21285",2021-01-02,82.46,"wholesale buyer","18963","18968",5,"hello2021",NA
"21284",2021-01-02,70.22,"registered customer",NA,NA,NA,"1signup",NA
"21283",2021-01-02,98.42,"registered customer","19175","19176",1,"hello2021",NA
"21283",2021-01-02,98.42,"registered customer","19175","19177",1,"hello2021",NA
"21283",2021-01-02,98.42,"registered customer","1946","15014",2,"hello2021",NA
"21283",2021-01-02,98.42,"registered customer","1946","1947",2,"hello2021",NA
"21282",2021-01-02,41.1,"wholesale buyer","605","1048",2,"hello2021",NA
"21282",2021-01-02,41.1,"wholesale buyer","605","1885",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","11161","11162",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","11161","11163",3,"hello2021",NA
"21281",2021-01-01,779.59,"guest","11161","12660",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","11161","12661",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","11161","12676",3,"hello2021",NA
"21281",2021-01-01,779.59,"guest","11161","19366",3,"hello2021",NA
"21281",2021-01-01,779.59,"guest","11161","19367",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","11161","19654",1,"hello2021",NA
"21281",2021-01-01,779.59,"guest","11161","19655",1,"hello2021",NA
"21281",2021-01-01,779.59,"guest","16234","18816",1,"hello2021",NA
"21281",2021-01-01,779.59,"guest","16246","16248",3,"hello2021",NA
"21281",2021-01-01,779.59,"guest","16246","16250",3,"hello2021",NA
"21281",2021-01-01,779.59,"guest","16246","16254",3,"hello2021",NA
"21281",2021-01-01,779.59,"guest","20986","20991",1,"hello2021",NA
"21281",2021-01-01,779.59,"guest","6854","20770",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","6854","20771",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","6854","20772",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","6854","20773",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","9581","10493",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","9581","13184",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","9581","9613",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","9581","9832",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","9850","14824",2,"hello2021",NA
"21281",2021-01-01,779.59,"guest","9850","15526",1,"hello2021",NA
"21280",2020-12-31,130.48,"registered customer","12357","12363",1,"hello2021",NA
"21280",2020-12-31,130.48,"registered customer","16287","16288",1,"hello2021",NA
"21280",2020-12-31,130.48,"registered customer","19107","19110",1,"hello2021",NA
"21280",2020-12-31,130.48,"registered customer","19846","19854",1,"hello2021",NA
"21280",2020-12-31,130.48,"registered customer","20986","20987",1,"hello2021",NA
"21280",2020-12-31,130.48,"registered customer","21000","21003",1,"hello2021",NA
"21280",2020-12-31,130.48,"registered customer","2382","19789",1,"hello2021",NA
"21279",2020-12-31,36.22,"guest","6854","7124",1,"hello2021",NA
"21278",2020-12-31,78.6,"registered customer","9824","9829",2,"goodbye2020|amount:12.89;code:hello2021",NA
"21278",2020-12-31,78.6,"registered customer","9824","9830",2,"goodbye2020|amount:12.89;code:hello2021",NA
"21277",2020-12-31,43.02,"guest","20986","20989",1,"hello2021",NA
"21277",2020-12-31,43.02,"guest","20986","20991",1,"hello2021",NA
"21275",2020-12-31,97.58,"guest","19175","19176",2,"hello2021",NA
"21275",2020-12-31,97.58,"guest","19175","19177",2,"hello2021",NA
"21275",2020-12-31,97.58,"guest","19175","19180",1,"hello2021",NA
"21274",2020-12-31,106.34,"guest","17303","17306",1,"hello2021|amount:4.20;code:goodbye2020",NA
"21274",2020-12-31,106.34,"guest","20214","20216",1,"hello2021|amount:4.20;code:goodbye2020",NA
"21274",2020-12-31,106.34,"guest","21000","21004",1,"hello2021|amount:4.20;code:goodbye2020",NA
"21273",2020-12-31,60.25,"guest","2382","19790",3,"hello2021",NA
"21273",2020-12-31,60.25,"guest","9824","9829",1,"hello2021",NA
"21272",2020-12-30,355.26,"guest","12984","17831",1,"goodbye2020|amount:49.78;code:hello2021",NA
"21272",2020-12-30,355.26,"guest","12984","17944",5,"goodbye2020|amount:49.78;code:hello2021",NA
"21272",2020-12-30,355.26,"guest","6342","15537",2,"goodbye2020|amount:49.78;code:hello2021",NA
"21272",2020-12-30,355.26,"guest","6342","16873",1,"goodbye2020|amount:49.78;code:hello2021",NA
"21272",2020-12-30,355.26,"guest","6342","16875",1,"goodbye2020|amount:49.78;code:hello2021",NA
"21272",2020-12-30,355.26,"guest","9367","15773",4,"goodbye2020|amount:49.78;code:hello2021",NA
"21272",2020-12-30,355.26,"guest","9367","17127",4,"goodbye2020|amount:49.78;code:hello2021",NA
"21271",2020-12-30,106.31,"registered customer","11161","11162",1,"hello2021",NA
"21271",2020-12-30,106.31,"registered customer","11161","12660",1,"hello2021",NA
"21271",2020-12-30,106.31,"registered customer","6854","21149",2,"hello2021",NA
"21271",2020-12-30,106.31,"registered customer","6854","7124",2,"hello2021",NA
"21270",2020-12-29,138.4,"guest","19708","19709",3,"hello2021",NA
"21269",2020-12-29,35.2,"registered customer","1946","14816",1,"hello2021",NA
"21269",2020-12-29,35.2,"registered customer","1946","2267",1,"hello2021",NA
"21268",2020-12-29,107.3,"registered customer","20506","9999",5,"hello2021",NA
"21267",2020-12-29,112.88,"registered customer","20497","9999",1,"hello2021|amount:7.40;code:goodbye2020",NA
"21267",2020-12-29,112.88,"registered customer","20525","20529",1,"hello2021|amount:7.40;code:goodbye2020",NA
"21267",2020-12-29,112.88,"registered customer","20525","20531",1,"hello2021|amount:7.40;code:goodbye2020",NA
"21267",2020-12-29,112.88,"registered customer","2586","18005",1,"hello2021|amount:7.40;code:goodbye2020",NA
"21267",2020-12-29,112.88,"registered customer","2698","2929",1,"hello2021|amount:7.40;code:goodbye2020",NA
"21266",2020-12-28,192.86,"wholesale buyer","11161","11163",1,"goodbye2020|amount:16.49;code:hello2021",NA
"21266",2020-12-28,192.86,"wholesale buyer","15805","20580",1,"goodbye2020|amount:16.49;code:hello2021",NA
"21266",2020-12-28,192.86,"wholesale buyer","19207","9999",1,"goodbye2020|amount:16.49;code:hello2021",NA
"21266",2020-12-28,192.86,"wholesale buyer","21048","21072",1,"goodbye2020|amount:16.49;code:hello2021",NA
"21266",2020-12-28,192.86,"wholesale buyer","2563","9217",1,"goodbye2020|amount:16.49;code:hello2021",NA
"21266",2020-12-28,192.86,"wholesale buyer","2563","9219",1,"goodbye2020|amount:16.49;code:hello2021",NA
"21266",2020-12-28,192.86,"wholesale buyer","6854","21150",1,"goodbye2020|amount:16.49;code:hello2021",NA
"21266",2020-12-28,192.86,"wholesale buyer","9357","17515",1,"goodbye2020|amount:16.49;code:hello2021",NA
"21266",2020-12-28,192.86,"wholesale buyer","9357","17520",1,"goodbye2020|amount:16.49;code:hello2021",NA
"21266",2020-12-28,192.86,"wholesale buyer","9367","15773",1,"goodbye2020|amount:16.49;code:hello2021",NA
"21266",2020-12-28,192.86,"wholesale buyer","9367","17130",2,"goodbye2020|amount:16.49;code:hello2021",NA
"21264",2020-12-28,65.06,"wholesale buyer","18952","20082",1,"goodbye2020|amount:5.40;code:hello2021",NA
"21264",2020-12-28,65.06,"wholesale buyer","19708","19712",1,"goodbye2020|amount:5.40;code:hello2021",NA
"21264",2020-12-28,65.06,"wholesale buyer","19708","19713",1,"goodbye2020|amount:5.40;code:hello2021",NA
"21263",2020-12-27,55.7,"guest","1749","18084",1,"hello2021",NA
"21263",2020-12-27,55.7,"guest","19175","19176",1,"hello2021",NA
"21263",2020-12-27,55.7,"guest","19175","19180",1,"hello2021",NA
"21262",2020-12-26,120.11,"registered customer","19175","19177",1,"goodbye2020|amount:3.90;code:hello2021",NA
"21262",2020-12-26,120.11,"registered customer","19175","19180",1,"goodbye2020|amount:3.90;code:hello2021",NA
"21262",2020-12-26,120.11,"registered customer","1946","14816",1,"goodbye2020|amount:3.90;code:hello2021",NA
"21262",2020-12-26,120.11,"registered customer","1946","15014",1,"goodbye2020|amount:3.90;code:hello2021",NA
"21262",2020-12-26,120.11,"registered customer","1946","1947",1,"goodbye2020|amount:3.90;code:hello2021",NA
"21262",2020-12-26,120.11,"registered customer","1946","2267",1,"goodbye2020|amount:3.90;code:hello2021",NA
"21262",2020-12-26,120.11,"registered customer","1946","3633",1,"goodbye2020|amount:3.90;code:hello2021",NA
"21261",2020-12-26,39.16,"registered customer","605","1050",1,"hello2021",NA
"21261",2020-12-26,39.16,"registered customer","605","1882",1,"hello2021",NA
"21260",2020-12-26,31.17,"registered customer",NA,NA,NA,"goodbye2020",NA
"21258",2020-12-26,92.72,"guest","19107","19108",1,"hello2021",NA
"21258",2020-12-26,92.72,"guest","19107","19113",1,"hello2021",NA
"21258",2020-12-26,92.72,"guest","19107","20080",1,"hello2021",NA
"21258",2020-12-26,92.72,"guest","19107","20456",1,"hello2021",NA
"21257",2020-12-26,69.27,"guest","12984","15701",1,"hello2021",NA
"21257",2020-12-26,69.27,"guest","12984","15704",1,"hello2021",NA
"21257",2020-12-26,69.27,"guest","17166","17203",1,"hello2021",NA
"21257",2020-12-26,69.27,"guest","18199","21173",1,"hello2021",NA
"21256",2020-12-26,123.05,"registered customer","2586","18004",1,"goodbye2020",NA
"21256",2020-12-26,123.05,"registered customer","2586","18005",1,"goodbye2020",NA
"21256",2020-12-26,123.05,"registered customer","6342","15537",2,"goodbye2020",NA
"21255",2020-12-26,82.41,"registered customer","1987","2005",1,"hello2021|amount:6.00;code:goodbye2020",NA
"21255",2020-12-26,82.41,"registered customer","1987","2007",1,"hello2021|amount:6.00;code:goodbye2020",NA
"21255",2020-12-26,82.41,"registered customer","605","1051",1,"hello2021|amount:6.00;code:goodbye2020",NA
"21255",2020-12-26,82.41,"registered customer","605","1887",1,"hello2021|amount:6.00;code:goodbye2020",NA
"21235",2020-12-24,39.12,"guest",NA,NA,NA,"1signup",NA
"21187",2020-12-22,85.8,"registered customer","20986","20988",1,"1signup",NA
"21187",2020-12-22,85.8,"registered customer","20986","20989",1,"1signup",NA
"21187",2020-12-22,85.8,"registered customer","2938","16169",1,"1signup",NA
"21187",2020-12-22,85.8,"registered customer","2938","16170",1,"1signup",NA
"21187",2020-12-22,85.8,"registered customer","2938","16171",1,"1signup",NA
"21186",2020-12-21,45.58,"guest","19207","9999",2,NA,NA
"21186",2020-12-21,45.58,"guest","1946","14334",1,NA,NA
"21184",2020-12-20,119.33,"wholesale buyer","16406","19581",4,"happyholidays",NA
"21184",2020-12-20,119.33,"wholesale buyer","2382","15874",1,"happyholidays",NA
"21184",2020-12-20,119.33,"wholesale buyer","2382","15875",1,"happyholidays",NA
