"order_id","order_date","order_total","user_type","product_id","variation_id","quantity","coupon","meta.yarn_usage","order_ym","order_y","order_m"
"22400",2021-04-12,984.94,"wholesale buyer","10855","13050",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","10855","13050",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","10855","14805",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","10855","14805",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","10855","14805",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","10855","19861",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","10855","19861",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","10855","19861",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","10855","19862",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","10855","19862",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","10855","19862",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12357","12364",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12357","12364",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12357","12364",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12357","17800",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12357","17800",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12357","17800",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12357","17803",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12357","17803",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12357","17803",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12399","12400",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12399","12400",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12399","12400",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12399","12401",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12399","12401",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12399","12401",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12399","12403",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12399","12403",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12399","12403",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","12718",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","12718",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","12718",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","12720",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","12720",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","12720",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","19742",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","19742",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","19742",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","22024",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","22024",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","22024",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","22025",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","22025",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","22025",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","22026",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","22026",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12680","22026",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12984","15701",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12984","15701",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","12984","15701",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","13312","19591",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","13312","19591",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","13312","19591",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","1572","1580",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","1572","1580",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","1572","1580",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","15805","15822",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","15805","15822",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","15805","15822",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","16546","19635",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","16546","19635",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","16546","19635",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","16756","16766",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","16756","16766",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","16756","16766",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17032","18374",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17032","18374",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17032","18374",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17702","17708",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17702","17708",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17702","17708",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17702","17711",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17702","17711",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17702","17711",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17955","17956",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17955","17956",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17955","17956",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17955","19607",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17955","19607",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","17955","19607",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","18952","18953",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","18952","18953",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","18952","18953",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19043","19044",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19043","19044",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19043","19044",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19043","19441",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19043","19441",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19043","19441",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19043","19658",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19043","19658",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19043","19658",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19099","19101",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19099","19101",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19099","19101",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19107","19110",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19107","19110",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19107","19110",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19107","19114",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19107","19114",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19107","19114",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19175","19178",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19175","19178",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19175","19178",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19175","19180",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19175","19180",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19175","19180",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","1946","14816",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","1946","14816",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","1946","14816",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","1946","15021",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","1946","15021",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","1946","15021",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19710",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19710",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19710",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19711",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19711",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19711",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19713",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19713",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19713",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19716",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19716",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19708","19716",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19846","19854",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19846","19854",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19846","19854",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19846","19855",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19846","19855",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19846","19855",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19846","19856",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19846","19856",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","19846","19856",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","20214","20216",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","20214","20216",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","20214","20216",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","20506","21486",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","20506","21486",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","20506","21486",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21000","21896",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21000","21896",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21000","21896",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21017","21018",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21017","21018",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21017","21018",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21017","21022",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21017","21022",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21017","21022",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21095","21106",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21095","21106",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","21095","21106",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","2382","15921",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","2382","15921",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","2382","15921",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","605","1050",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","605","1050",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","605","1050",1,NA," other","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","605","1885",1,NA,"indie dyeing","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","605","1885",1,NA," resale","2021-04",2021,4
"22400",2021-04-12,984.94,"wholesale buyer","605","1885",1,NA," other","2021-04",2021,4
"22399",2021-04-12,42.3,"registered customer","1739","2248",1,NA,"crocheting","2021-04",2021,4
"22399",2021-04-12,42.3,"registered customer","1739","2560",1,NA,"crocheting","2021-04",2021,4
"22398",2021-04-11,223.98,"registered customer","13654","16071",2,"pet-day","tufting","2021-04",2021,4
"22398",2021-04-11,223.98,"registered customer","13654","17275",2,"pet-day","tufting","2021-04",2021,4
"22398",2021-04-11,223.98,"registered customer","13654","21091",4,"pet-day","tufting","2021-04",2021,4
"22398",2021-04-11,223.98,"registered customer","13654","21129",2,"pet-day","tufting","2021-04",2021,4
"22398",2021-04-11,223.98,"registered customer","13654","21136",1,"pet-day","tufting","2021-04",2021,4
"22398",2021-04-11,223.98,"registered customer","13654","21188",2,"pet-day","tufting","2021-04",2021,4
"22398",2021-04-11,223.98,"registered customer","22247","22249",1,"pet-day","tufting","2021-04",2021,4
"22397",2021-04-10,119.8,"registered customer","12680","12713",1,"pet-day","crocheting","2021-04",2021,4
"22397",2021-04-10,119.8,"registered customer","12680","22025",1,"pet-day","crocheting","2021-04",2021,4
"22397",2021-04-10,119.8,"registered customer","12680","22113",1,"pet-day","crocheting","2021-04",2021,4
"22397",2021-04-10,119.8,"registered customer","17848","18950",1,"pet-day","crocheting","2021-04",2021,4
"22397",2021-04-10,119.8,"registered customer","20214","20217",1,"pet-day","crocheting","2021-04",2021,4
"22397",2021-04-10,119.8,"registered customer","22371","22376",1,"pet-day","crocheting","2021-04",2021,4
"22397",2021-04-10,119.8,"registered customer","2382","17138",1,"pet-day","crocheting","2021-04",2021,4
"22396",2021-04-10,70.28,"registered customer","1572","19758",3,"pet-day","crocheting","2021-04",2021,4
"22396",2021-04-10,70.28,"registered customer","1739","2524",1,"pet-day","crocheting","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","18979",2,"pet-day","weaving","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","18979",2,"pet-day"," hand knitting","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","18979",2,"pet-day"," machine knitting","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","18979",2,"pet-day"," crocheting","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","18979",2,"pet-day"," resale","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","18979",2,"pet-day"," other","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","19481",2,"pet-day","weaving","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","19481",2,"pet-day"," hand knitting","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","19481",2,"pet-day"," machine knitting","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","19481",2,"pet-day"," crocheting","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","19481",2,"pet-day"," resale","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","19481",2,"pet-day"," other","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","21160",6,"pet-day","weaving","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","21160",6,"pet-day"," hand knitting","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","21160",6,"pet-day"," machine knitting","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","21160",6,"pet-day"," crocheting","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","21160",6,"pet-day"," resale","2021-04",2021,4
"22395",2021-04-09,297.01,"guest","18977","21160",6,"pet-day"," other","2021-04",2021,4
"22394",2021-04-09,170.25,"guest","1749","18081",1,"pet-day","crocheting","2021-04",2021,4
"22394",2021-04-09,170.25,"guest","19207","21808",1,"pet-day","crocheting","2021-04",2021,4
"22394",2021-04-09,170.25,"guest","1946","2265",1,"pet-day","crocheting","2021-04",2021,4
"22394",2021-04-09,170.25,"guest","20506","21483",1,"pet-day","crocheting","2021-04",2021,4
"22394",2021-04-09,170.25,"guest","21551","21562",1,"pet-day","crocheting","2021-04",2021,4
"22394",2021-04-09,170.25,"guest","21998","22007",1,"pet-day","crocheting","2021-04",2021,4
"22394",2021-04-09,170.25,"guest","7860","9246",1,"pet-day","crocheting","2021-04",2021,4
"22394",2021-04-09,170.25,"guest","9357","16154",1,"pet-day","crocheting","2021-04",2021,4
"22394",2021-04-09,170.25,"guest","9357","16156",1,"pet-day","crocheting","2021-04",2021,4
"22393",2021-04-09,54.72,"registered customer","1749","18083",4,"pet-day","hand knitting","2021-04",2021,4
"22393",2021-04-09,54.72,"registered customer","1749","18083",4,"pet-day"," crocheting","2021-04",2021,4
"22392",2021-04-09,39.14,"guest","11161","19366",1,"pet-day","hand knitting","2021-04",2021,4
"22392",2021-04-09,39.14,"guest","11161","19367",1,"pet-day","hand knitting","2021-04",2021,4
"22391",2021-04-09,140.31,"guest","14007","14014",1,"pet-day","weaving","2021-04",2021,4
"22391",2021-04-09,140.31,"guest","17410","17412",1,"pet-day","weaving","2021-04",2021,4
"22391",2021-04-09,140.31,"guest","17410","17413",1,"pet-day","weaving","2021-04",2021,4
"22391",2021-04-09,140.31,"guest","17410","17414",1,"pet-day","weaving","2021-04",2021,4
"22391",2021-04-09,140.31,"guest","18952","18954",1,"pet-day","weaving","2021-04",2021,4
"22391",2021-04-09,140.31,"guest","19207","21807",1,"pet-day","weaving","2021-04",2021,4
"22391",2021-04-09,140.31,"guest","19207","21909",1,"pet-day","weaving","2021-04",2021,4
"22390",2021-04-09,115.44,"guest","1739","2248",3,"pet-day","tufting","2021-04",2021,4
"22390",2021-04-09,115.44,"guest","17702","17711",2,"pet-day","tufting","2021-04",2021,4
"22390",2021-04-09,115.44,"guest","18977","19482",1,"pet-day","tufting","2021-04",2021,4
"22369",2021-04-08,42.3,"registered customer","1739","15495",1,NA,"machine knitting","2021-04",2021,4
"22369",2021-04-08,42.3,"registered customer","1739","2532",1,NA,"machine knitting","2021-04",2021,4
"22368",2021-04-08,26.19,"guest","21429","21435",1,NA,"crocheting","2021-04",2021,4
"22367",2021-04-08,129.41,"registered customer","16287","16288",1,NA,"hand knitting","2021-04",2021,4
"22367",2021-04-08,129.41,"registered customer","16546","16548",1,NA,"hand knitting","2021-04",2021,4
"22367",2021-04-08,129.41,"registered customer","17848","18108",1,NA,"hand knitting","2021-04",2021,4
"22367",2021-04-08,129.41,"registered customer","17848","18110",1,NA,"hand knitting","2021-04",2021,4
"22367",2021-04-08,129.41,"registered customer","6342","15536",1,NA,"hand knitting","2021-04",2021,4
"22367",2021-04-08,129.41,"registered customer","6342","16873",1,NA,"hand knitting","2021-04",2021,4
"22367",2021-04-08,129.41,"registered customer","6342","16875",1,NA,"hand knitting","2021-04",2021,4
"22364",2021-04-06,30.51,"wholesale buyer","20468","21995",1,NA,"resale","2021-04",2021,4
"22363",2021-04-06,350.91,"guest","15032","19210",1,"1signup","machine knitting","2021-04",2021,4
"22363",2021-04-06,350.91,"guest","15587","15593",3,"1signup","machine knitting","2021-04",2021,4
"22363",2021-04-06,350.91,"guest","16440","16448",6,"1signup","machine knitting","2021-04",2021,4
"22363",2021-04-06,350.91,"guest","16440","16726",2,"1signup","machine knitting","2021-04",2021,4
"22363",2021-04-06,350.91,"guest","16546","16548",1,"1signup","machine knitting","2021-04",2021,4
"22363",2021-04-06,350.91,"guest","1739","12987",2,"1signup","machine knitting","2021-04",2021,4
"22363",2021-04-06,350.91,"guest","1739","2248",2,"1signup","machine knitting","2021-04",2021,4
"22363",2021-04-06,350.91,"guest","1739","2527",2,"1signup","machine knitting","2021-04",2021,4
"22363",2021-04-06,350.91,"guest","1739","2559",3,"1signup","machine knitting","2021-04",2021,4
"22361",2021-04-04,55.18,"registered customer","20204","20206",1,NA,"machine knitting","2021-04",2021,4
"22361",2021-04-04,55.18,"registered customer","20204","20207",1,NA,"machine knitting","2021-04",2021,4
"22360",2021-04-03,153.24,"wholesale buyer","1085","1102",1,NA,"indie dyeing","2021-04",2021,4
"22360",2021-04-03,153.24,"wholesale buyer","1085","1102",1,NA," resale","2021-04",2021,4
"22360",2021-04-03,153.24,"wholesale buyer","605","1051",12,NA,"indie dyeing","2021-04",2021,4
"22360",2021-04-03,153.24,"wholesale buyer","605","1051",12,NA," resale","2021-04",2021,4
"22359",2021-04-03,67.96,"wholesale buyer","20506","21487",4,NA,"resale","2021-04",2021,4
"22354",2021-03-31,92.72,"registered customer","16999","17004",4,NA,"tufting","2021-03",2021,3
"22353",2021-03-31,20.79,"registered customer","17088","22272",1,NA,"machine knitting","2021-03",2021,3
"22352",2021-03-31,44.54,"guest","10078","18075",1,NA,"machine knitting","2021-03",2021,3
"22352",2021-03-31,44.54,"guest","10078","18190",1,NA,"machine knitting","2021-03",2021,3
"22351",2021-03-30,196.44,"guest","1085","1088",12,NA,"crocheting","2021-03",2021,3
"22350",2021-03-30,152.6,"guest","11161","12661",2,NA,"crocheting","2021-03",2021,3
"22350",2021-03-30,152.6,"guest","2698","21903",2,NA,"crocheting","2021-03",2021,3
"22350",2021-03-30,152.6,"guest","6854","7126",2,NA,"crocheting","2021-03",2021,3
"22350",2021-03-30,152.6,"guest","9367","15773",2,NA,"crocheting","2021-03",2021,3
"22345",2021-03-29,174.48,"registered customer","1058","3382",8,"1signup","hand knitting","2021-03",2021,3
"22345",2021-03-29,174.48,"registered customer","605","1048",2,"1signup","hand knitting","2021-03",2021,3
"22345",2021-03-29,174.48,"registered customer","605","15117",2,"1signup","hand knitting","2021-03",2021,3
"22345",2021-03-29,174.48,"registered customer","605","1884",2,"1signup","hand knitting","2021-03",2021,3
"22344",2021-03-29,43.46,"registered customer","6854","20771",1,NA,"hand knitting","2021-03",2021,3
"22344",2021-03-29,43.46,"registered customer","6854","20771",1,NA," crocheting","2021-03",2021,3
"22344",2021-03-29,43.46,"registered customer","9367","9417",1,NA,"hand knitting","2021-03",2021,3
"22344",2021-03-29,43.46,"registered customer","9367","9417",1,NA," crocheting","2021-03",2021,3
"22343",2021-03-25,189.39,"registered customer","1739","2524",4,"1signup","machine knitting","2021-03",2021,3
"22343",2021-03-25,189.39,"registered customer","1739","2559",4,"1signup","machine knitting","2021-03",2021,3
"22343",2021-03-25,189.39,"registered customer","1739","6050",4,"1signup","machine knitting","2021-03",2021,3
"22342",2021-03-25,57.33,"registered customer","18281","21137",1,NA,"crocheting","2021-03",2021,3
"22342",2021-03-25,57.33,"registered customer","18281","21139",1,NA,"crocheting","2021-03",2021,3
"22342",2021-03-25,57.33,"registered customer","18281","21140",1,NA,"crocheting","2021-03",2021,3
"22341",2021-03-25,61.65,"registered customer","19708","22270",1,NA,"hand knitting","2021-03",2021,3
"22341",2021-03-25,61.65,"registered customer","21429","21435",1,NA,"hand knitting","2021-03",2021,3
"22341",2021-03-25,61.65,"registered customer","6854","7124",1,NA,"hand knitting","2021-03",2021,3
"22340",2021-03-24,24.57,"registered customer","13654","17244",1,"1signup","other","2021-03",2021,3
"22339",2021-03-24,338.06,"wholesale buyer","605","1051",5,NA,"resale","2021-03",2021,3
"22339",2021-03-24,338.06,"wholesale buyer","605","1052",4,NA,"resale","2021-03",2021,3
"22339",2021-03-24,338.06,"wholesale buyer","605","15117",2,NA,"resale","2021-03",2021,3
"22339",2021-03-24,338.06,"wholesale buyer","605","1882",4,NA,"resale","2021-03",2021,3
"22339",2021-03-24,338.06,"wholesale buyer","605","1883",5,NA,"resale","2021-03",2021,3
"22339",2021-03-24,338.06,"wholesale buyer","605","1884",2,NA,"resale","2021-03",2021,3
"22339",2021-03-24,338.06,"wholesale buyer","605","1885",4,NA,"resale","2021-03",2021,3
"22339",2021-03-24,338.06,"wholesale buyer","605","1886",2,NA,"resale","2021-03",2021,3
"22339",2021-03-24,338.06,"wholesale buyer","605","1887",3,NA,"resale","2021-03",2021,3
"22337",2021-03-22,76.76,"registered customer","11161","11163",1,NA,"crocheting","2021-03",2021,3
"22337",2021-03-22,76.76,"registered customer","11161","12660",1,NA,"crocheting","2021-03",2021,3
