"product_id","variation_id","name","color","hue1","hue2","hue3","hue4","hue5","hue6"
"1987","3083","wayfarer yarn","rose garden","pink","","","","",NA
"19955","1111","textile bobbins with waxed tips",NA,"not applicable","","","","",NA
"19963","1111","vintage textile tubes",NA,"not applicable","","","","",NA
"20204","20205","big chenille 1750 ypp","mint","green","","","","",NA
"20204","20206","big chenille 1750 ypp","dark olive","green","","","","",NA
"20204","20207","big chenille 1750 ypp","mushroom","green","brown","","","",NA
"20214","20215","sunburst yarn","ribbon chain","pink","red","orange","","",NA
"20214","20216","sunburst yarn","boucle","pink","red","orange","","",NA
"20214","20217","sunburst yarn","twist","pink","red","orange","","",NA
"20223","1111","big scallop rayon yarn",NA,"natural","","","","",NA
"20232","1111","milky way yarn",NA,"natural","","","","",NA
"20468","20472","single ply metallic yarn","black silver","black","","","","",NA
"20468","20474","single ply metallic yarn","gold","brown","","","","",NA
"20468","20475","single ply metallic yarn","white","white","","","","",NA
"20468","20540","single ply metallic yarn","black copper","black","","","","",NA
"20468","20686","single ply metallic yarn","silver natural","gray","","","","",NA
"20468","21994","single ply metallic yarn","blue","blue","","","","",NA
"20468","21995","single ply metallic yarn","black rainbow","black","","","","",NA
"20468","9999","single ply metallic yarn","rose","pink","","","","",NA
"20497","20503","two ply metallic yarn","silver","gray","","","","",NA
"20497","20504","two ply metallic yarn","light blue","blue","","","","",NA
"20497","9999","two ply metallic yarn","light gold","yellow","brown","","","",NA
"20506","20515","three ply metallic yarn","red","red","","","","",NA
"20506","21483","three ply metallic yarn","purple","purple","","","","",NA
"20506","21484","three ply metallic yarn","gold","brown","","","","",NA
"20506","21485","three ply metallic yarn","black","black","","","","",NA
"20506","21486","three ply metallic yarn","black copper","brown","","","","",NA
"20506","21487","three ply metallic yarn","copper","brown","","","","",NA
"20506","21491","three ply metallic yarn","green","green","","","","",NA
"20506","21492","three ply metallic yarn","pink","pink","","","","",NA
"20506","21493","three ply metallic yarn","silver","gray","","","","",NA
"20506","21494","three ply metallic yarn","silver black","gray","","","","",NA
"20506","21495","three ply metallic yarn","turquoise","blue","green","","","",NA
"20506","21961","three ply metallic yarn","fuschia black","pink","","","","",NA
"20506","9999","three ply metallic yarn","copper black","brown","","","","",NA
"20525","20528","four ply metallic yarn","kelly green","green","","","","",NA
"20525","20529","four ply metallic yarn","rainbow","red","blue","yellow","pink","",NA
"20525","20531","four ply metallic yarn","green","green","","","","",NA
"20525","20532","four ply metallic yarn","red","red","","","","",NA
"20986","20987","lana loopy","caviar","black","","","","",NA
"20986","20988","lana loopy","honeycomb","yellow","","","","",NA
"20986","20989","lana loopy","twilight grey","gray","","","","",NA
"20986","20990","lana loopy","brass","brown","","","","",NA
"20986","20991","lana loopy","cream puff","white","natural","","","",NA
"21000","21001","lustrous loopy","ivory","white","","","","",NA
"21000","21002","lustrous loopy","cascade","blue","","","","",NA
"21000","21003","lustrous loopy","verde","green","","","","",NA
"21000","21004","lustrous loopy","platinum","gray","","","","",NA
"21000","21782","lustrous loopy","red wine","red","","","","",NA
"21000","21783","lustrous loopy","cayenne","orange","","","","",NA
"21000","21785","lustrous loopy","liquid blue","blue","","","","",NA
"21000","21786","lustrous loopy","deep lilac","purple","","","","",NA
"21000","21895","lustrous loopy","blue jay","blue","","","","",NA
"21000","21896","lustrous loopy","dandelion","yellow","","","","",NA
"21000","21897","lustrous loopy","emerald","green","blue","","","",NA
"21017","21018","stormy yarn","garden spot green","green","","","","",NA
"21017","21019","stormy yarn","pine forest","green","","","","",NA
"21017","21020","stormy yarn","steel serpent","gray","","","","",NA
"21017","21021","stormy yarn","sienna","orange","","","","",NA
"21017","21022","stormy yarn","indigo","blue","","","","",NA
"21017","21023","stormy yarn","tin reflection","gray","","","","",NA
"21017","21025","stormy yarn","bravado red","red","","","","",NA
"21017","21026","stormy yarn","forever lilac","purple","","","","",NA
"21017","21027","stormy yarn","beeswax","yellow","brown","","","",NA
"21017","21028","stormy yarn","very berry","purple","","","","",NA
"21017","21029","stormy yarn","gulfstream","green","blue","","","",NA
"21048","21049","8/2 unmercerized cotton","garden spot green","green","","","","",NA
"21048","21050","8/2 unmercerized cotton","garden spot green","green","","","","",NA
"21048","21051","8/2 unmercerized cotton","pine forest","green","","","","",NA
"21048","21052","8/2 unmercerized cotton","pine forest","green","","","","",NA
"21048","21053","8/2 unmercerized cotton","steel serpent","gray","","","","",NA
"21048","21054","8/2 unmercerized cotton","steel serpent","gray","","","","",NA
"21048","21055","8/2 unmercerized cotton","sienna","orange","","","","",NA
"21048","21056","8/2 unmercerized cotton","sienna","orange","","","","",NA
"21048","21058","8/2 unmercerized cotton","indigo","blue","","","","",NA
"21048","21059","8/2 unmercerized cotton","tin reflection","gray","","","","",NA
"21048","21060","8/2 unmercerized cotton","tin reflection","gray","","","","",NA
"21048","21062","8/2 unmercerized cotton","spring water","blue","","","","",NA
"21048","21063","8/2 unmercerized cotton","bravado red","red","","","","",NA
"21048","21064","8/2 unmercerized cotton","bravado red","red","","","","",NA
"21048","21065","8/2 unmercerized cotton","forever lilac","purple","","","","",NA
"21048","21066","8/2 unmercerized cotton","forever lilac","purple","","","","",NA
"21048","21067","8/2 unmercerized cotton","beeswax","yellow","","","","",NA
"21048","21068","8/2 unmercerized cotton","beeswax","yellow","","","","",NA
"21048","21070","8/2 unmercerized cotton","very berry","purple","","","","",NA
"21048","21071","8/2 unmercerized cotton","gulfstream","blue","green","","","",NA
"21048","21072","8/2 unmercerized cotton","gulfstream","blue","green","","","",NA
"21095","21096","soft cotton roving with seed","garden spot green","green","","","","",NA
"21095","21097","soft cotton roving with seed","pine forest","green","","","","",NA
"21095","21098","soft cotton roving with seed","steel serpent","gray","","","","",NA
"21095","21099","soft cotton roving with seed","sienna","orange","","","","",NA
"21095","21100","soft cotton roving with seed","indigo","blue","","","","",NA
"21095","21101","soft cotton roving with seed","tin reflection","gray","","","","",NA
"21095","21102","soft cotton roving with seed","spring water","blue","","","","",NA
"21095","21103","soft cotton roving with seed","bravado red","red","","","","",NA
"21095","21104","soft cotton roving with seed","forever lilac","purple","","","","",NA
"21095","21105","soft cotton roving with seed","beeswax","yellow","brown","","","",NA
"21095","21106","soft cotton roving with seed","very berry","purple","","","","",NA
"21095","21107","soft cotton roving with seed","gulfstream","green","blue","","","",NA
"21095","22523","soft cotton roving with seed","sage powder","green","","","","",NA
"21429","21435","cloud yarn","cone","natural","","","","",NA
"21429","21436","cloud yarn","skein","natural","","","","",NA
"21551","21552","radiant wool rayon","lilac luster","purple","blue","","","",NA
"21551","21562","radiant wool rayon","vigorous violet","purple","","","","",NA
"21551","21564","radiant wool rayon","honey crystal","yellow","","","","",NA
"21551","21566","radiant wool rayon","gala garnet","red","","","","",NA
"21998","21999","tweedy twin wool","foggy evening","purple","gray","","","",NA
"21998","22002","tweedy twin wool","chateau brown","brown","","","","",NA
"21998","22003","tweedy twin wool","purple galaxy","purple","","","","",NA
"21998","22004","tweedy twin wool","purple galaxy","purple","","","","",NA
"21998","22005","tweedy twin wool","dusty feather","blue","","","","",NA
"21998","22007","tweedy twin wool","brick oven","brown","red","","","",NA
"21998","22009","tweedy twin wool","gold finch","yellow","","","","",NA
"21998","22010","tweedy twin wool","gold finch","yellow","","","","",NA
"22247","22249","silky sparkle","natural","natural","","","","",NA
"22261","22262","crimped cotton flax","black","black","natural","","","",NA
"22264","1111","scallop rayon",NA,"natural","","","","",NA
"22322","1111","big mini lumpy cotton rayon",NA,"natural","","","","",NA
"22323","1111","big worsted rayon boucle",NA,"natural","","","","",NA
"22371","22372","cat combo twist","sphynx","purple","pink","white","","",NA
"22371","22373","cat combo twist","siamese","white","brown","black","","",NA
"22371","22374","cat combo twist","balinese","brown","pink","green","white","",NA
"22371","22376","cat combo twist","chartreux","purple","green","brown","white","",NA
"22432","22433","thick rayon chenille","cream","brown","","","","",NA
"22487","22488","space dyed soft roving","green chrysanthemum","green","","","","",NA
"22487","22489","space dyed soft roving","blue hyacinth","blue","","","","",NA
"22493","22496","ripple yarn","royal","blue","","","","",NA
"22493","22497","ripple yarn","crocus","purple","","","","",NA
"22493","22498","ripple yarn","chartreuse","green","","","","",NA
"2260","16330","3 ply silky rayon yarn","silver","gray","","","","",NA
"2260","6710","3 ply silky rayon yarn","jade","green","","","","",NA
"2260","6711","3 ply silky rayon yarn","royal","blue","","","","",NA
"2260","6734","3 ply silky rayon yarn","light berry","purple","pink","","","",NA
"2260","6735","3 ply silky rayon yarn","dark berry","purple","","","","",NA
"2260","6736","3 ply silky rayon yarn","red bull","red","","","","",NA
"2260","6737","3 ply silky rayon yarn","cactus","green","","","","",NA
"2382","15874","super soft worsted cotton yarn","plum","purple","","","","",NA
"2382","15921","super soft worsted cotton yarn","chocolate lily","brown","","","","",NA
"2382","17136","super soft worsted cotton yarn","dark coal","gray","black","","","",NA
"2382","17138","super soft worsted cotton yarn","ruby magnolia","pink","","","","",NA
"2382","18317","super soft worsted cotton yarn","navy","blue","","","","",NA
"2382","19788","super soft worsted cotton yarn","yellow corn","yellow","","","","",NA
"2382","19789","super soft worsted cotton yarn","honeydew","green","","","","",NA
"2382","19790","super soft worsted cotton yarn","milky","white","","","","",NA
"2382","19791","super soft worsted cotton yarn","misty rose","pink","","","","",NA
"2382","2384","super soft worsted cotton yarn","natural","natural","","","","",NA
"2563","9200","fine rayon boucle yarn","black","black","","","","",NA
"2563","9213","fine rayon boucle yarn","natural","natural","","","","",NA
"2563","9216","fine rayon boucle yarn","navy","blue","","","","",NA
"2563","9217","fine rayon boucle yarn","periwinkle","blue","purple","","","",NA
"2563","9219","fine rayon boucle yarn","caramel","brown","","","","",NA
"2563","9222","fine rayon boucle yarn","brazil","red","brown","","","",NA
"2582","1111","craft string",NA,"green","","","","",NA
"2586","18004","fine metallic gimp yarn","gold","yellow","","","","",NA
"2586","18005","fine metallic gimp yarn","chrome","gray","","","","",NA
"2586","19976","fine metallic gimp yarn","matte gold","yellow","brown","","","",NA
"2586","19977","fine metallic gimp yarn","red","red","","","","",NA
"2698","14848","duo tone rayon yarn","hanna","green","","","","",NA
"2698","14849","duo tone rayon yarn","cinnamon","orange","brown","","","",NA
"2698","17886","duo tone rayon yarn","pearl","natural","","","","",NA
"2698","17924","duo tone rayon yarn","golden","brown","","","","",NA
"2698","17929","duo tone rayon yarn","sheen","brown","","","","",NA
"2698","18389","duo tone rayon yarn","dark purple","purple","","","","",NA
"2698","21791","duo tone rayon yarn","red wine","red","","","","",NA
"2698","21901","duo tone rayon yarn","blue jay","blue","","","","",NA
"2698","21903","duo tone rayon yarn","emerald","green","","","","",NA
"2698","2700","duo tone rayon yarn","aqua","blue","","","","",NA
"2698","2701","duo tone rayon yarn","celadon","blue","","","","",NA
"2698","2929","duo tone rayon yarn","pearl","natural","","","","",NA
"2698","9962","duo tone rayon yarn","sand","brown","gray","","","",NA
"2783","1111","rayon chenille yarn 2800 ypp",NA,"natural","","","","",NA
"2938","16171","seeded rayon yarn","black ","black","","","","",NA
"2985","1111","metallic yarn grab bag","large","red","blue","yellow","green","gray",NA
"3263","1111","textile bobbins with metal tips",NA,"not applicable","","","","",NA
"3512","6901","metallic tape yarn","silver","gray","","","","",NA
"3680","13154","rayon boucle yarn 3792","gold","yellow","","","","",NA
"3680","13155","rayon boucle yarn 3792","natural","natural","","","","",NA
"3680","21770","rayon boucle yarn 3792","black","black","","","","",NA
"3680","21771","rayon boucle yarn 3792","charcoal","gray","","","","",NA
"3680","21772","rayon boucle yarn 3792","cayenne","orange","","","","",NA
"3680","21773","rayon boucle yarn 3792","deep lilac","purple","","","","",NA
"3680","21774","rayon boucle yarn 3792","liquid blue","blue","","","","",NA
"3680","21775","rayon boucle yarn 3792","red wine","red","","","","",NA
"3680","21886","rayon boucle yarn 3792","lime","green","","","","",NA
"3680","21887","rayon boucle yarn 3792","dandelion","yellow","","","","",NA
"3680","21888","rayon boucle yarn 3792","silver","gray","","","","",NA
"3680","21889","rayon boucle yarn 3792","emerald","green","blue","","","",NA
"3680","22138","rayon boucle yarn 3792","kale","green","","","","",NA
"3680","22139","rayon boucle yarn 3792","soft rose","pink","","","","",NA
"3680","22140","rayon boucle yarn 3792","dark purple","purple","","","","",NA
"3680","22141","rayon boucle yarn 3792","mauve","pink","","","","",NA
"3680","3688","rayon boucle yarn 3792","lychee","white","","","","",NA
"3680","9980","rayon boucle yarn 3792","taupe","brown","","","","",NA
"3680","9999","rayon boucle yarn 3792","black","black","","","","",NA
"5605","5680","duet yarns","jade ","pink","purple","green","yellow","white",NA
"605","1046","american lamb yarn","pink elephant","pink","","","","",NA
"605","1048","american lamb yarn","wineglass","red","","","","",NA
"605","1049","american lamb yarn","blue moon","blue","","","","",NA
"605","1050","american lamb yarn","curry powder","yellow","","","","",NA
"605","1051","american lamb yarn","natural","natural","","","","",NA
"605","1052","american lamb yarn","black onyx","black","","","","",NA
"605","11431","american lamb yarn","hot spring","blue","","","","",NA
"605","11432","american lamb yarn","meadow","green","","","","",NA
"605","11433","american lamb yarn","zengari","blue","","","","",NA
"605","15117","american lamb yarn","navy","blue","","","","",NA
"605","15120","american lamb yarn","periwinkle","purple","","","","",NA
"605","1882","american lamb yarn","olive jar","green","","","","",NA
"605","1883","american lamb yarn","delft blue","blue","","","","",NA
"605","1884","american lamb yarn","granite","gray","","","","",NA
"605","1885","american lamb yarn","pumpkin","orange","","","","",NA
"605","1886","american lamb yarn","grape juice","purple","","","","",NA
"605","1887","american lamb yarn","brownies","brown","","","","",NA
"6342","15536","shiny worsted rayon boucle","copper","orange","brown","","","",NA
"6342","15537","shiny worsted rayon boucle","golden","brown","yellow","","","",NA
"6342","16873","shiny worsted rayon boucle","vanilla","white","","","","",NA
"6342","16875","shiny worsted rayon boucle","clay","brown","","","","",NA
"6854","20770","sun soft linen","pine bristle","green","","","","",NA
"6854","20771","sun soft linen","steel serpent","gray","","","","",NA
"6854","20772","sun soft linen","sienna","orange","","","","",NA
"6854","20773","sun soft linen","indigo","blue","","","","",NA
"6854","20774","sun soft linen","tin reflection","gray","","","","",NA
"6854","20775","sun soft linen","spring water","blue","","","","",NA
"6854","21149","sun soft linen","very berry","purple","","","","",NA
"6854","21150","sun soft linen","gulfstream","green","blue","","","",NA
"6854","21151","sun soft linen","bravado red","red","","","","",NA
"6854","22529","sun soft linen","sage powder","green","","","","",NA
"6854","7124","sun soft linen","plain","natural","","","","",NA
"6854","7126","sun soft linen","metallic","natural","","","","",NA
"7173","1111","raw silk rayon yarn",NA,"natural","","","","",NA
"7447","1111","combo twist chenille",NA,"natural","","","","",NA
"7709","16827","wool crepe with metallic twist","black ","black","","","","",NA
"7709","16834","wool crepe with metallic twist","black on black","black","","","","",NA
"7709","7710","wool crepe with metallic twist","snow silver","white","","","","",NA
"7860","9245","fine wool crepe","pink","pink","","","","",NA
"7860","9246","fine wool crepe","orchid","purple","","","","",NA
"7860","9247","fine wool crepe","teal","blue","","","","",NA
"7860","9248","fine wool crepe","sky blue","blue","","","","",NA
"7860","9249","fine wool crepe","natural","natural","","","","",NA
"8165","17664","wool tweed yarn","denim blue","blue","","","","",NA
"8165","17668","wool tweed yarn","raspberry","red","","","","",NA
"9226","9231","fancy twist cotton yarns","cotton boucle","natural","","","","",NA
"9357","16154","rayon ribbon","ocean","blue","","","","",NA
"9357","16156","rayon ribbon","lava","red","","","","",NA
"9357","16158","rayon ribbon","natural","natural","","","","",NA
"9357","17515","rayon ribbon","gold pan","brown","yellow","","","",NA
"9357","17520","rayon ribbon","purple night","purple","","","","",NA
"9367","15773","flax cotton rayon blend yarn","garnet","red","brown","","","",NA
"9367","15787","flax cotton rayon blend yarn","golden khaki","green","","","","",NA
"9367","17127","flax cotton rayon blend yarn","jet black","black","","","","",NA
"9367","17130","flax cotton rayon blend yarn","ruby","pink","","","","",NA
"9367","9417","flax cotton rayon blend yarn","natural","natural","","","","",NA
"9421","1111","wool loopy yarn",NA,"natural","","","","",NA
"9581","10493","skinny majesty","rust","orange","brown","","","",NA
"9581","13184","skinny majesty","bleached white","white","","","","",NA
"9581","21799","skinny majesty","cayenne","orange","","","","",NA
"9581","21800","skinny majesty","deep lilac","purple","","","","",NA
"9581","21801","skinny majesty","liquid blue","blue","","","","",NA
"9581","21913","skinny majesty","blue jay","blue","","","","",NA
"9581","21914","skinny majesty","dandelion","yellow","","","","",NA
"9581","21915","skinny majesty","emerald","green","","","","",NA
"9581","9613","skinny majesty","baby blue","blue","","","","",NA
"9581","9617","skinny majesty","natural","natural","","","","",NA
"9581","9832","skinny majesty","mimosa","green","","","","",NA
"9625","13165","super fine wool***super special price***","neon","yellow","","","","",NA
"9625","13172","super fine wool***super special price***","epic orange","orange","","","","",NA
"9824","9825","fun multi","berries","red","blue","yellow","green","black",NA
"9824","9826","fun multi","spices","red","orange","yellow","","",NA
"9824","9827","fun multicolored seeds","truffle","black","gray","","","",NA
"9824","9828","fun multi","butternut","orange","yellow","green","","",NA
"9824","9829","fun multicolored seeds","confetti","blue","green","white","yellow","purple",NA
"9824","9830","fun multicolored seeds","salt   pepper","black","white","","","",NA
"9841","9842","viscose stretch yarn","black","black","","","","",NA
"9841","9845","viscose stretch yarn","natural","natural","","","","",NA
"9850","14824","skinny majesty","lava","red","","","","",NA
"9850","15526","skinny majesty","sunbeam","yellow","","","","",NA
