"order_id","order_date","order_total","customer_id","billing_company"
"19248",2020-07-05,101.34,"91","do it yarns"
"19247",2020-07-05,69.29,"224",NA
"19246",2020-07-05,87.9,"85",NA
"19245",2020-07-04,102.71,"174",NA
"19244",2020-07-04,96.41,"428",NA
"19243",2020-07-03,89.83,"31",NA
"19242",2020-07-03,287,"94","couldn't find code for memorial day 10%, please apply"
"19239",2020-07-02,67.78,"344",NA
"19238",2020-07-02,162.66,"312",NA
"19237",2020-07-02,38.18,"366",NA
"19236",2020-07-02,97.56,"421","queen of hearts creations"
"19235",2020-07-02,61.53,"155",NA
"19230",2020-07-01,106.33,"114",NA
"19228",2020-07-01,97.94,"64",NA
"19227",2020-07-01,97.94,"64",NA
"19226",2020-07-01,141.29,"336",NA
"19225",2020-07-01,106.33,"114",NA
"19222",2020-06-30,24.58,"166",NA
"19206",2020-06-26,24,"380",NA
"19137",2020-06-25,29.43,"37",NA
"19136",2020-06-23,57.33,"373",NA
"19135",2020-06-22,91.66,"178",NA
"19134",2020-06-21,94.15,"91","do it yarns"
"19133",2020-06-20,138.39,"21",NA
"19132",2020-06-20,289.91,"559",NA
"19131",2020-06-20,39.14,"323",NA
"19130",2020-06-20,49.83,"505",NA
"19129",2020-06-19,101.4,"116",NA
"19128",2020-06-19,131.5,"202","great crochet"
"19127",2020-06-19,37.19,"134","barker"
"19071",2020-06-19,14.32,"467",NA
"19069",2020-06-19,45.68,"141",NA
"19068",2020-06-19,46.56,"244",NA
"19067",2020-06-19,110.61,"514","theessentialblossom"
"19066",2020-06-19,40.04,"477",NA
"19061",2020-06-18,161.81,"175",NA
"19060",2020-06-17,21.34,"14",NA
"19059",2020-06-17,37.8,"213","vinty llc"
"19058",2020-06-17,148.62,"103",NA
"19057",2020-06-17,130.42,"2",NA
"19042",2020-06-17,40.38,"58",NA
"19041",2020-06-15,170.36,"476",NA
"19040",2020-06-14,54,"479",NA
"19039",2020-06-14,54,"479",NA
"19038",2020-06-14,60.45,"418",NA
"19037",2020-06-13,186.36,"13",NA
"19026",2020-06-12,54,"535","croshea blankets and more"
"18998",2020-06-12,315.66,"253","saori santa cruz"
"18997",2020-06-12,133.69,"327","lorraine handmade"
"18996",2020-06-11,53.01,"114",NA
"18994",2020-06-11,42.54,"128",NA
"18993",2020-06-11,70.3,"140",NA
"18992",2020-06-11,37.14,"159",NA
"18991",2020-06-11,108.86,"110",NA
"18990",2020-06-11,24.19,"344",NA
"18988",2020-06-10,59.46,"401",NA
"18983",2020-06-10,20,"197","1946"
"18982",2020-06-09,110,"476",NA
"18872",2020-06-08,22.58,"130",NA
"18784",2020-06-08,16,"468",NA
"18783",2020-06-08,16,"468",NA
"18697",2020-06-07,40.38,"5",NA
"18696",2020-06-06,27.33,"36","ms."
"18686",2020-06-05,261.35,"552",NA
"18685",2020-06-05,72.46,"47",NA
"18684",2020-06-05,96.18,"49",NA
"18683",2020-06-05,53.11,"197","1946"
"18668",2020-06-04,62.68,"48",NA
"18666",2020-06-04,33.9,"1",NA
"18665",2020-06-03,36,"26",NA
"18664",2020-06-01,71.36,"171",NA
"18663",2020-06-01,31.74,"369","1955"
"18662",2020-05-31,83.22,"432",NA
"18661",2020-05-31,26.14,"130",NA
"18660",2020-05-29,370.88,"253","saori santa cruz"
"18659",2020-05-28,90.26,"28",NA
"18658",2020-05-28,50.85,"259",NA
"18654",2020-05-28,87.33,"178",NA
"18643",2020-05-26,79.01,"269",NA
"18642",2020-05-26,127.23,"123",NA
"18641",2020-05-26,175.7,"50","bluestockinette"
"18640",2020-05-26,34.98,"91","do it yarns"
"18639",2020-05-25,31.3,"461",NA
"18638",2020-05-25,54.27,"320",NA
"18633",2020-05-25,89.67,"534",NA
"18628",2020-05-25,50.87,"481",NA
"18627",2020-05-25,23.54,"220",NA
"18626",2020-05-25,118.82,"413",NA
"18625",2020-05-25,34.72,"539",NA
"18624",2020-05-24,49.8,"305",NA
"18623",2020-05-24,102.33,"517","the wandering vine"
"18613",2020-05-23,64.4,"248","j reehorst designs"
"18612",2020-05-23,99.16,"202","great crochet"
"18611",2020-05-23,165.58,"455",NA
"18610",2020-05-23,34.98,"396","nnbostonpost"
"18605",2020-05-22,54.09,"460",NA
"18604",2020-05-22,44.71,"37",NA
"18603",2020-05-21,51.96,"249",NA
"18602",2020-05-21,60.57,"169",NA
"18582",2020-05-20,210.16,"217",NA
"18581",2020-05-20,55.19,"78",NA
"18580",2020-05-20,109.14,"209",NA
"18558",2020-05-18,82.15,"529",NA
"18557",2020-05-17,22.99,"121",NA
"18556",2020-05-17,109.14,"161",NA
"18555",2020-05-17,404,"540","violet’s yarn shop"
"18554",2020-05-17,41.47,"449",NA
"18551",2020-05-15,211.2,"217",NA
"18550",2020-05-14,176.88,"500",NA
"18549",2020-05-14,60.57,"169",NA
"18548",2020-05-14,111.28,"209",NA
"18547",2020-05-14,213.64,"209",NA
"18546",2020-05-12,83.22,"260",NA
"18545",2020-05-12,101.94,"60",NA
"18544",2020-05-12,220.1,"428",NA
"18543",2020-05-12,109.2,"245","armor guard holsters, llc"
"18541",2020-05-12,60.6,"82",NA
"18540",2020-05-12,69.15,"122",NA
"18539",2020-05-11,43.61,"1",NA
"18538",2020-05-11,159.63,"72",NA
"18537",2020-05-11,32.82,"12",NA
"18536",2020-05-11,104.7,"550",NA
"18535",2020-05-10,20.6,"129",NA
"18534",2020-05-10,34.99,"178",NA
"18533",2020-05-10,97.43,"131",NA
"18532",2020-05-10,99.48,"175",NA
"18531",2020-05-10,37.67,"91","do it yarns"
"18530",2020-05-09,158.75,"73",NA
"18529",2020-05-09,476.98,"521",NA
"18528",2020-05-08,334.72,"327","lorraine handmade"
"18527",2020-05-08,133.4,"423","the foldout cat"
"18526",2020-05-08,20.6,"163",NA
"18525",2020-05-08,49.88,"171",NA
"18524",2020-05-07,37.05,"264",NA
"18523",2020-05-07,37.14,"422",NA
"18522",2020-05-07,94.59,"107","hold for pickup"
"18521",2020-05-07,65.96,"116",NA
"18520",2020-05-07,36.8,"162",NA
"18519",2020-05-07,50.87,"204",NA
"18516",2020-05-07,93.58,"65",NA
"18515",2020-05-07,77.07,"410",NA
"18514",2020-05-07,37.16,"366",NA
"18513",2020-05-07,37.05,"202","great crochet"
"18511",2020-05-06,73.51,"101",NA
"18508",2020-05-05,280.61,"253","saori santa cruz"
"18507",2020-05-05,86.48,"178",NA
"18506",2020-05-05,36,"195",NA
"18505",2020-05-04,29.49,"545",NA
"18504",2020-05-04,212.54,"209",NA
"18503",2020-05-04,54.43,"451",NA
"18502",2020-05-02,198.39,"392","n/a"
"18501",2020-05-02,117.76,"318",NA
"18500",2020-05-01,38.24,"130",NA
"18499",2020-05-01,157.3,"482",NA
"18498",2020-05-01,53.04,"72",NA
"18496",2020-04-30,60.58,"83",NA
"18495",2020-04-30,44.7,"263",NA
"18494",2020-04-30,109.7,"391",NA
"18493",2020-04-30,54.1,"178",NA
"18492",2020-04-30,36,"197","1946"
"18491",2020-04-29,84.9,"495",NA
"18490",2020-04-29,267.7,"46","bri weaves"
"18488",2020-04-27,39.27,"80",NA
"18486",2020-04-27,35.98,"23",NA
"18485",2020-04-27,54,"489",NA
"18484",2020-04-26,40.26,"285",NA
"18483",2020-04-26,177.98,"299",NA
"18482",2020-04-26,60.44,"229",NA
"18481",2020-04-26,81.94,"131",NA
"18480",2020-04-25,40.38,"478",NA
"18479",2020-04-25,279.92,"253","saori santa cruz"
"18478",2020-04-24,42.54,"63",NA
"18477",2020-04-24,64.9,"66",NA
"18476",2020-04-24,154.21,"274",NA
"18475",2020-04-24,103.75,"111",NA
"18474",2020-04-23,31.75,"427",NA
"18473",2020-04-23,67.06,"473",NA
"18472",2020-04-23,136.4,"287",NA
"18471",2020-04-22,155.31,"482",NA
"18470",2020-04-22,22.03,"475",NA
"18469",2020-04-21,43.61,"317",NA
"18467",2020-04-21,163.95,"513",NA
"18466",2020-04-21,160.31,"229",NA
"18465",2020-04-21,40.4,"537",NA
"18464",2020-04-21,25.27,"258",NA
"18463",2020-04-20,38.19,"171",NA
"18461",2020-04-19,286.8,"253","saori santa cruz"
"18459",2020-04-18,43.61,"7",NA
"18458",2020-04-18,51.96,"273",NA
"18457",2020-04-18,55.19,"350",NA
"18455",2020-04-18,81.08,"68",NA
"18454",2020-04-18,239.2,"68",NA
"18453",2020-04-17,105.88,"425",NA
"18451",2020-04-17,44.7,"528","interlacements yarns llc"
"18450",2020-04-17,63.81,"558",NA
"18449",2020-04-17,70.28,"478",NA
"18448",2020-04-17,24.19,"230",NA
"18447",2020-04-17,32.82,"12",NA
"18446",2020-04-16,36,"51",NA
"18444",2020-04-16,72.45,"211",NA
"18443",2020-04-16,76.78,"124",NA
"18441",2020-04-16,33.92,"19",NA
"18440",2020-04-15,270.36,"44",NA
"18439",2020-04-15,37.98,"91","do it yarns"
"18438",2020-04-15,44.7,"352",NA
"18436",2020-04-14,24.2,"277",NA
"18435",2020-04-14,40.29,"10",NA
"18434",2020-04-14,118.92,"74",NA
"18433",2020-04-14,117,"29",NA
"18432",2020-04-13,56.28,"176",NA
"18430",2020-04-13,67.32,"526",NA
"18429",2020-04-13,442.03,"111",NA
"18428",2020-04-12,40.38,"243",NA
"18427",2020-04-12,40.38,"243",NA
"18426",2020-04-11,29.6,"344",NA
"18425",2020-04-11,40.4,"537",NA
"18423",2020-04-11,88.93,"328","love yarn shop"
"18422",2020-04-11,60.57,"1",NA
"18421",2020-04-11,23.66,"226",NA
"18420",2020-04-11,87.55,"421","queen of hearts creations"
"18419",2020-04-11,128.29,"420",NA
"18418",2020-04-11,178.3,"243",NA
"18417",2020-04-11,147.97,"29",NA
"18411",2020-03-23,351.9,"253","saori santa cruz"
"18410",2020-03-23,79.66,"545",NA
"18407",2020-03-22,95.5,"335","this here farm"
"18409",2020-03-22,97.78,"316",NA
"18408",2020-03-22,36.06,"288",NA
