"order_id","product_id","variation_id","quantity"
18530,"18281","18286",1
18531,"13654","16074",1
18531,"13654","17244",1
18531,"13654","17270",1
18532,"3680","9999",6
18533,"1085","9999",1
18533,"2382","15875",2
18533,"2382","17136",2
18533,"2382","2384",1
18534,"16614","16615",1
18535,"1946","3631",1
18536,"1946","15014",4
18537,"18165","18167",1
18537,"18165","18168",1
18538,"12680","12715",8
18539,"18281","18282",3
18540,"13654","9999",1
18540,"17166","17356",1
18540,"9841","9842",1
18540,"9841","9845",1
18541,"605","1046",1
18541,"605","11432",1
18541,"605","15120",1
18543,"1144","1159",3
18543,"1144","1163",5
18544,"13654","16715",1
18544,"13654","17270",1
18544,"16440","9999",2
18544,"16546","16562",1
18544,"16756","16762",3
18544,"16756","16766",1
18544,"605","11432",1
18544,"605","11433",1
18544,"605","9999",2
18545,"2382","15878",1
18545,"2382","18317",2
18545,"2382","2384",3
18546,"17151","9999",1
18546,"1946","3633",1
18547,"16614","16617",1
18547,"16614","16625",1
18547,"16614","16633",1
18547,"16614","16637",4
18548,"10060","10073",1
18548,"12984","17834",2
18548,"18199","18201",2
18549,"9367","15773",1
18549,"9367","15775",1
18549,"9367","9417",1
18550,"12369","12384",4
18550,"12369","12386",4
18550,"17032","18373",3
18551,"13654","16071",1
18551,"13654","16074",1
18551,"13654","16715",2
18551,"13654","16913",1
18551,"13654","17244",1
18551,"13654","17270",1
18551,"13654","18331",1
18551,"13654","9999",1
18551,"15805","15815",2
18551,"15805","15831",1
18551,"16234","9999",1
18551,"1946","14336",1
18551,"1946","2267",1
18551,"9625","9999",1
18554,"16546","9999",1
18554,"605","1885",1
18555,"1987","2008",9
18555,"1987","2009",10
18555,"1987","2014",10
18555,"1987","2017",9
18555,"1987","3083",10
18556,"9841","9842",3
18556,"9841","9845",3
18557,"2382","2384",1
18580,"16756","16760",2
18580,"16756","16764",2
18580,"16756","16768",2
18582,"13654","17244",1
18582,"13654","17275",1
18582,"13654","17329",1
18582,"13654","18333",1
18582,"13654","18566",2
18582,"15805","15811",1
18582,"15805","15815",2
18582,"15805","15831",1
18582,"18165","18166",1
18582,"7860","9249",1
18582,"9841","9842",2
18602,"9367","15773",1
18602,"9367","15775",1
18602,"9367","9417",1
18604,"7709","7710",1
18605,"12984","15701",1
18605,"17955","17956",1
18610,"2382","15875",1
18610,"2382","18317",1
18611,"16614","16617",1
18611,"16614","16623",1
18611,"16614","16625",1
18611,"16614","16631",1
18611,"16756","16757",1
18611,"16756","16762",1
18611,"16756","16764",1
18612,"1739","12989",1
18612,"1739","15487",1
18612,"1739","2245",1
18612,"1739","2524",1
18612,"1739","2558",1
18612,"1739","6050",1
18613,"15805","15822",1
18613,"17303","17304",3
18623,"10078","18075",3
18623,"16287","16288",3
18624,"1946","1947",3
18626,"14587","14588",1
18626,"14587","14589",1
18626,"16756","16764",1
18626,"17032","18375",1
18626,"17848","18110",1
18626,"17955","17956",1
18626,"2382","15921",1
18627,"16546","9999",1
18633,"16234","9999",2
18633,"16999","17004",1
18633,"3115","16202",1
18638,"2698","17886",2
18638,"2698","2929",1
18639,"15530","18038",2
18639,"18281","18287",1
18640,"13654","18566",2
18641,"1058","3382",3
18641,"1058","9999",12
18641,"1069","1073",3
18641,"1069","9999",3
18642,"9357","16150",4
18642,"9357","16158",4
18643,"13654","16074",1
18643,"13654","17275",1
18643,"13654","18331",1
18643,"13654","18566",2
18654,"10060","10061",2
18654,"1058","9999",5
18654,"6854","7124",1
18658,"16406","9999",3
18659,"13654","17244",1
18659,"13654","18568",1
18659,"13904","13905",1
18659,"13904","17428",1
18660,"1085","9999",2
18660,"10855","13051",2
18660,"10855","14306",2
18660,"12399","12400",3
18660,"12399","12401",4
18660,"12399","12402",3
18660,"17955","17956",1
18660,"17955","17957",2
18660,"17955","18233",1
18660,"17955","18563",2
18660,"2382","15875",2
18660,"9850","14863",3
18663,"1749","18081",1
18663,"1749","18083",1
18664,"13654","16913",1
18664,"13654","17244",1
18664,"13654","17270",1
18664,"13904","17428",1
18665,"2563","9200",1
18665,"2563","9999",1
18666,"10060","10073",2
18668,"1739","15097",1
18668,"17551","17554",2
18683,"17032","18373",1
18683,"1946","15021",1
18683,"1946","3633",1
18684,"13654","16071",1
18684,"13654","16913",1
18684,"13654","17244",1
18684,"13654","17399",1
18684,"13654","18329",1
18684,"13654","18333",1
18685,"13904","17428",1
18686,"12399","12401",2
18686,"13654","16074",2
18686,"13654","18331",1
18686,"15805","15812",2
18686,"16234","9999",3
18686,"1739","12988",1
18686,"1739","15495",1
18686,"1739","2249",1
18686,"1739","2526",1
18686,"1739","8620",1
18686,"3115","7723",1
18686,"9841","9842",1
18686,"9841","9845",1
18696,"15805","15811",1
18696,"15805","15812",1
18697,"13654","18566",2
18783,"1058","18657",1
18784,"1058","18657",1
18872,"1144","1158",1
18982,"2563","9213",2
18982,"2563","9215",1
18982,"2563","9217",2
18982,"2563","9219",2
18983,"1946","17534",1
18988,"1749","18082",1
18988,"1946","1947",1
18991,"16546","16562",1
18991,"2698","9999",1
18991,"6854","7124",1
18991,"9367","17127",1
18992,"12369","12384",2
18993,"17151","9999",2
18994,"13904","13909",2
18996,"13790","13797",1
18996,"17955","17957",1
18996,"17955","18563",1
18998,"18963","18964",1
18998,"18963","18967",2
18998,"18963","18968",2
18998,"18970","18974",2
18998,"2382","15878",2
18998,"2382","15921",2
18998,"9850","15022",2
18998,"9850","15526",2
19026,"1946","14336",1
19026,"1946","2267",1
19026,"2577","6994",1
19037,"12369","12384",2
19037,"17032","18375",2
19037,"1946","15020",6
19037,"1946","15021",2
19038,"1739","15487",1
19038,"1739","2532",1
19038,"1739","6050",1
19039,"1946","15020",1
19039,"1946","1947",2
19040,"1946","15020",1
19040,"1946","1947",2
19041,"16234","18816",1
19041,"18354","18355",1
19041,"18354","18356",1
19041,"2563","9218",2
19041,"8165","17663",1
19041,"8165","17664",1
19041,"8165","17667",1
19042,"16756","16766",2
19057,"13790","13797",1
19057,"15587","15593",1
19057,"16756","16757",1
19057,"16756","16764",1
19057,"2563","9216",1
19057,"2563","9217",1
19057,"9581","9999",1
19058,"16546","9999",2
19058,"18970","18971",3
19058,"2382","15921",2
19058,"6854","7126",2
19059,"1572","1580",1
19059,"1572","2520",1
19061,"15558","16664",2
19061,"3680","9999",4
19066,"10060","9999",1
19066,"17848","18107",1
19067,"1058","3382",3
19067,"15530","18044",1
19067,"16246","16252",1
19067,"1987","11442",1
19067,"3512","6901",1
19069,"11180","12639",1
19069,"2577","6994",1
19069,"9850","14863",1
19127,"17848","18950",2
19128,"10496","10718",1
19128,"10496","10726",1
19128,"10496","10727",1
19128,"1739","3312",1
19128,"2698","18389",2
19128,"2698","18391",2
19129,"1058","3382",12
19130,"13654","18191",1
19130,"1946","15020",2
19132,"10496","10510",1
19132,"11180","11185",1
19132,"11180","12635",1
19132,"11180","13992",1
19132,"12399","12401",1
19132,"12399","12402",1
19132,"13744","13745",1
19132,"13790","13793",1
19132,"13790","13800",1
19132,"15558","15580",1
19132,"15587","15593",2
19132,"16234","18816",1
19132,"16999","17004",1
19132,"17151","19056",1
19132,"18165","18166",1
19132,"18165","18167",1
19132,"18165","18168",1
19132,"2563","9222",1
19132,"3512","16068",1
19132,"9226","9231",1
19132,"9841","9842",1
19133,"10496","10510",2
19133,"10496","10511",1
19133,"10855","14805",1
19133,"12399","12401",1
19133,"13654","17244",1
19133,"13654","17399",1
19133,"13654","18329",1
19133,"13790","13795",1
19133,"16440","16442",1
19134,"13654","17270",1
19134,"13654","17275",1
19134,"13654","17329",1
19134,"13654","18191",1
19134,"13654","18567",1
19134,"13654","19016",1
19135,"1987","2005",1
19135,"1987","2018",1
19135,"1987","3082",1
19135,"9226","9232",2
19136,"17702","17708",2
19136,"18281","18287",1
19137,"7709","7710",1
19206,"1946","2267",1
19222,"1144","1158",1
19225,"10285","10862",1
19225,"10285","10863",1
19225,"13654","18566",1
19225,"13654","19016",1
19225,"13904","13907",1
19225,"13904","17428",1
19226,"10496","10510",2
19226,"10496","10511",1
19226,"10496","10727",1
19226,"10855","14805",1
19226,"16756","16760",2
19226,"16756","16762",1
19226,"16756","16768",1
19227,"1085","1101",6
19228,"1085","1101",6
19230,"10285","10862",1
19230,"10285","10863",1
19230,"13654","18566",1
19230,"13654","19016",1
19230,"13904","13907",1
19230,"13904","17428",1
19235,"19175","19176",1
19235,"19175","19177",1
19235,"19175","19180",1
19236,"19175","19176",1
19236,"19175","19177",1
19236,"19175","19178",1
19236,"19175","19179",1
19236,"19175","19180",1
19238,"15032","18592",1
19239,"1058","18657",4
19239,"2382","17138",2
19242,"10078","18075",2
19242,"11161","11162",5
19242,"16999","17004",2
19242,"6854","7124",4
19242,"8165","17662",2
19243,"15530","18044",1
19243,"16614","16615",1
19243,"1987","2016",1
19244,"13654","17244",1
19244,"1572","1577",1
19244,"16440","17938",1
19244,"18963","18969",1
19244,"18970","18973",1
19244,"19043","19048",1
19245,"1069","1071",1
19245,"1085","1091",1
19245,"1085","2517",1
19245,"1572","1574",1
19245,"16546","16548",1
19245,"18963","18964",1
19245,"19043","19045",1
19246,"1987","2010",1
19246,"1987","2011",1
19246,"1987","2016",1
19246,"1987","2506",2
19247,"2563","9200",1
19247,"3512","9999",1
19247,"9581","9613",1
19248,"13654","16703",1
19248,"13654","17270",1
19248,"13654","18331",1
19248,"13654","18333",1
19248,"13654","18566",1
19248,"13654","19015",1
19248,"13654","19023",1
19249,"1946","18368",2
19249,"1946","3633",3
19251,"1749","18082",2
19251,"19175","19176",1
19251,"19175","19180",1
19252,"1749","18084",1
19252,"2260","6737",1
19252,"3512","16068",2
19252,"9581","9613",1
19252,"9850","15526",1
19259,"18199","18200",2
19260,"17151","19055",2
19261,"18165","18166",4
19261,"18165","18167",4
19262,"18281","18282",1
19262,"18281","18284",1
19262,"18281","18285",1
19262,"18281","18286",1
19262,"18281","18287",1
19262,"18281","18288",1
19262,"18281","18289",1
19262,"18281","19027",1
19263,"1085","1384",2
19264,"15805","15824",2
19264,"18165","18168",2
19264,"19043","19048",2
19265,"11180","12639",1
19265,"3115","16202",1
19265,"6854","7124",1
19265,"9226","9231",1
19265,"9367","9417",1
19266,"12369","12384",2
19267,"18281","19031",2
19270,"12399","12401",1
19270,"16495","16502",3
19270,"18952","18953",1
19270,"3115","7723",2
19270,"3512","16068",1
19270,"3512","9999",1
19270,"6854","7124",1
19270,"6854","7126",2
19271,"16934","9999",5
19272,"16047","9999",1
19272,"18281","18282",1
19272,"18281","18289",1
19272,"18963","18966",1
19272,"2382","18317",1
19273,"1946","3633",2
19274,"1144","1165",4
19275,"17151","19056",1
19275,"1739","2524",3
19289,"19175","19176",1
19290,"17702","17713",1
19290,"17702","17714",1
19290,"17702","17715",1
19290,"17702","17716",1
19290,"17702","17717",1
19291,"16614","16621",1
19291,"16614","16625",1
19291,"6854","7124",1
19292,"12680","12717",3
19292,"12680","12718",3
19292,"12680","12719",3
19292,"12680","12720",3
19292,"13790","13802",4
19292,"3512","16068",2
19294,"2260","16330",1
19294,"2260","6735",1
19294,"2260","6736",1
19294,"2260","6737",1
19303,"1791","1792",2
19304,"11161","11162",1
19304,"18165","18168",1
19313,"19107","19108",1
19313,"19107","19113",1
19313,"19107","19115",1
19313,"6854","7124",2
19314,"6854","7124",1
19314,"6854","7126",1
19315,"6854","7124",1
19315,"6854","7126",1
19316,"6854","7124",2
19317,"16406","9999",1
19317,"18963","18967",1
19317,"1987","11442",1
19317,"1987","2011",3
19317,"1987","2012",2
19317,"1987","3082",2
19318,"6854","7126",3
19319,"6854","7124",4
19320,"12357","17799",1
19320,"13312","9999",1
19320,"18952","18954",1
19320,"6854","7126",1
19321,"6854","7124",1
19322,"13654","18568",1
19322,"13654","19016",1
19323,"10060","10073",3
19323,"10060","9999",1
19324,"17303","17305",1
19324,"19043","19047",1
19325,"1144","1165",1
19325,"1144","1166",1
19326,"18199","18201",1
19326,"9367","17127",1
19333,"13654","16074",1
19333,"13654","17270",1
19333,"13654","17329",2
19334,"12369","12384",1
19379,"1946","3633",1
19380,"17848","18950",2
19381,"15805","15827",1
19382,"15805","15814",1
19382,"1739","15487",2
19382,"1739","16191",2
19382,"1739","16925",2
19382,"18977","18979",1
19382,"18977","9999",1
19384,"1739","2245",3
19386,"12399","12401",1
19386,"2382","15878",1
19387,"12399","12401",1
19387,"13790","13793",1
19387,"13790","13797",1
19387,"18970","18973",1
19387,"19099","19102",1
19387,"2382","15875",1
19387,"2382","15878",1
19387,"2382","15921",1
19387,"2382","2384",1
19387,"9824","9829",1
19388,"12984","15701",2
19388,"12984","15704",2
19388,"12984","17831",2
19388,"12984","17833",3
19388,"12984","17834",2
19388,"12984","17944",2
19390,"10496","10498",2
19390,"10496","10510",1
19390,"10496","10512",1
19392,"10078","18075",2
19392,"10078","18190",1
19392,"13790","13797",3
19392,"16440","16442",1
19392,"16614","16623",1
19392,"16614","16627",1
19392,"18952","18953",1
19392,"18952","18954",1
19392,"18952","18955",1
19392,"6854","7124",1
19393,"1739","12346",12
19393,"1739","12989",2
19393,"1739","15097",1
19393,"1739","15487",11
19393,"1739","16191",1
19393,"1739","17057",11
19393,"1739","17063",5
19393,"1739","17259",12
19393,"1739","17325",6
19393,"1739","2249",7
19393,"1739","2524",2
19393,"1739","2526",1
19393,"1739","2527",4
19393,"1739","2530",2
19393,"1739","2558",12
19393,"1739","3312",2
19393,"1739","3414",1
19393,"1739","6050",1
19393,"1739","6055",1
19393,"9841","9842",5
19403,"2382","15921",1
19403,"2382","18317",1
19404,"605","1882",5
19405,"16756","16762",1
19405,"16756","16764",1
19406,"13654","17244",1
19406,"15805","15833",1
19407,"18963","18966",1
19408,"16406","9999",2
19409,"10855","13051",1
19409,"10855","14306",1
19409,"13654","16703",1
19409,"13654","17275",1
19409,"13790","13797",1
19409,"16756","16768",1
19409,"17032","18374",1
19409,"17032","18375",1
19409,"1749","18085",1
19409,"1749","18086",1
19409,"17848","18106",1
19409,"17848","18107",1
19409,"17848","19362",1
19409,"17955","18233",1
19409,"17955","18563",1
19409,"18970","18971",1
19409,"19175","19176",1
19409,"19175","19177",1
19409,"19175","19178",1
19409,"19175","19180",1
19409,"2260","6734",1
19409,"2260","6735",1
19410,"18977","18979",1
19410,"19043","19048",2
19412,"9625","13172",3
19413,"10078","18190",2
19413,"13312","9999",3
19413,"19107","19110",3
19449,"17848","18107",1
19449,"1946","3633",1
19450,"1144","19219",2
19451,"13654","16071",1
19451,"18281","19031",1
19458,"11161","11162",1
19458,"11161","19367",1
19458,"16047","9999",1
19458,"16440","16442",1
19458,"16546","16548",1
19458,"16546","16552",1
19458,"6854","7126",2
19459,"16546","9999",1
19460,"10060","10061",2
19460,"2382","15875",3
19460,"6854","7124",1
19461,"16047","9999",1
19461,"16440","19446",1
19461,"19207","9999",2
19461,"3680","9999",1
19461,"6342","15537",1
19462,"1946","15021",1
19462,"2563","9200",1
19462,"2563","9216",1
19462,"2563","9217",1
19462,"2563","9219",1
19462,"3680","9999",2
19463,"16546","16548",1
19463,"16546","16552",1
19465,"18970","18973",2
19466,"1791","1792",6
19466,"1791","1793",5
19467,"12984","17831",1
19469,"10060","9999",1
19469,"6854","7124",2
19470,"17702","17708",2
19470,"17702","17709",2
19471,"13654","17399",1
19471,"16546","16548",1
19471,"16546","16554",1
19472,"16546","16552",1
19472,"16546","16554",1
19472,"16546","16556",1
19472,"16546","16562",1
19473,"16440","16448",1
19473,"16440","16726",1
19474,"19107","19111",4
19476,"1791","1792",1
19476,"1791","1793",1
19476,"19207","9999",2
19476,"2586","18004",1
19476,"7709","7711",1
19477,"18281","18287",1
19478,"17166","17204",1
19478,"17166","17359",1
19479,"1069","1071",2
19479,"16546","16548",1
19554,"19175","19176",1
19554,"19175","19178",1
19557,"1749","18081",1
19557,"19175","19177",1
19557,"1946","14816",1
19557,"1946","14818",1
19557,"1946","15021",1
19557,"1946","1947",1
19557,"1946","2267",1
19558,"15805","15824",1
19558,"15805","15833",1
19587,"19107","19113",2
19588,"11180","11185",1
19588,"11180","12634",1
19588,"1749","18081",1
19589,"1739","17259",1
19589,"1739","2532",1
19589,"1739","2559",1
19589,"1749","18083",2
19589,"1749","18084",1
19589,"1749","18085",1
19589,"1749","18086",1
19589,"7709","7710",1
19589,"7709","7711",1
19590,"2698","17886",1
19590,"2698","18389",1
19590,"2698","18391",1
19602,"18165","18168",4
19615,"13654","18567",1
19615,"16047","9999",1
19615,"16756","16768",1
19615,"17702","17709",1
19615,"17702","17710",1
19615,"17702","17711",1
19615,"17702","17712",1
19615,"19043","19044",1
19615,"19043","19045",1
19615,"6854","7124",1
19617,"1987","2006",1
19617,"1987","2013",1
19617,"605","1883",1
19618,"1987","2005",1
19619,"1987","2005",1
19624,"14587","14589",5
19624,"2382","2384",1
19625,"15530","18042",1
19625,"16614","19278",1
19625,"18952","18953",1
19627,"13654","16074",1
19627,"13654","16703",1
19627,"17702","17708",1
19631,"16934","9999",1
19631,"18281","18287",1
19632,"1739","2558",1
19632,"1739","6050",1
19633,"10060","10061",1
19633,"2382","15875",1
19633,"2382","15878",1
19633,"2382","15921",1
19633,"2382","17136",1
19633,"2382","17138",1
19633,"2382","18317",1
19633,"2382","2384",1
19726,"18281","18282",2
19726,"18281","18284",1
19726,"18281","18289",1
19726,"18281","18561",1
19726,"18281","19029",1
19726,"18281","19031",1
19727,"18281","18282",1
19727,"18281","18289",1
19728,"18281","18282",1
19728,"18281","19027",1
19729,"10496","10510",1
19729,"10496","10718",1
19729,"11180","13992",1
19729,"2698","14849",1
19729,"2698","2701",1
19729,"3680","9999",3
19762,"1749","18081",1
19762,"1749","18085",1
19763,"13654","17399",3
19763,"13654","19015",3
19764,"11180","13994",2
19764,"18199","18201",1
19767,"12357","12363",1
19767,"17410","17413",1
19767,"19107","19113",1
19768,"1739","12346",6
19768,"1739","17063",6
19768,"1739","17325",6
19768,"1739","17408",3
19768,"1739","2530",3
19768,"1739","2558",6
19768,"1739","6050",6
19809,"19107","19108",1
19809,"19107","19115",1
19810,"1739","12346",4
19810,"1739","12989",3
19810,"1739","17063",2
19810,"1739","17408",2
19810,"1739","2530",2
19810,"1739","2558",2
19811,"1946","15021",1
19811,"1946","1947",1
19812,"1987","11442",2
19812,"1987","2008",1
19812,"1987","2009",1
19813,"18199","18201",2
19813,"18977","19487",1
19813,"18977","19488",1
19813,"2698","14848",2
19813,"7709","16834",1
19813,"7709","7710",1
19814,"11161","11162",2
19814,"11161","12660",2
19814,"11161","19367",2
19814,"11161","19654",2
19814,"11161","19655",2
19814,"17303","17304",1
19814,"18199","18201",3
19814,"19708","19711",3
19815,"15032","19210",20
19815,"16546","16552",6
19815,"16546","19634",6
19816,"15032","18591",3
19816,"16546","16554",8
19818,"11161","11162",1
19818,"11161","11163",1
19818,"11161","12660",1
19818,"11161","19367",1
19818,"11161","19655",1
19819,"2698","12616",1
19819,"2698","18389",1
19819,"2698","18391",1
19819,"2698","2700",1
19819,"6342","15537",1
19819,"6342","15538",1
19819,"6342","16873",1
19820,"11161","12660",1
19820,"11161","12661",1
19820,"11161","12676",1
19820,"11161","19367",1
19820,"1749","18081",1
19820,"1749","18082",1
19820,"1749","18085",1
19820,"1749","18086",1
19820,"18281","18282",1
19820,"18281","18287",1
19820,"18281","19027",1
19821,"16440","16448",1
19821,"16440","17938",1
19821,"16440","19445",1
19821,"16440","19692",1
19821,"16440","19693",1
19822,"16047","9999",1
19822,"19708","19710",1
19822,"2382","15921",1
19823,"19107","19113",1
19824,"13312","19591",1
19824,"17955","19607",2
19824,"18952","18954",1
19824,"2577","5179",3
19824,"2577","6994",1
19825,"16614","16619",1
19825,"16614","16621",1
19825,"16614","16623",1
19825,"16614","16627",1
19825,"16614","16629",1
19825,"16614","16631",1
19825,"16614","18687",1
19825,"16614","18688",1
19825,"16614","18689",1
