"order_id","product_id","variation_id","quantity"
19825,"16614","19253",1
19825,"16614","19276",1
19825,"16614","19277",1
19825,"16614","19347",1
19825,"16614","19348",1
19826,"16440","16444",1
19826,"16440","16726",1
19826,"16440","19692",1
19826,"16546","16548",1
19826,"16546","16562",1
19827,"11161","12660",1
19827,"11161","19366",1
19827,"11161","19367",1
19827,"11161","19654",1
19827,"11161","19655",1
19827,"18952","18954",1
19828,"16406","19580",1
19828,"16440","17938",2
19828,"19708","19709",3
19828,"19708","19711",1
19828,"19708","19713",1
19830,"17166","17198",1
19830,"17166","17199",2
19830,"17166","17200",1
19830,"17166","17202",1
19830,"17166","17204",1
19830,"17166","17355",1
19830,"17166","17360",1
19830,"1791","1792",3
19830,"2586","18004",2
19831,"1946","2267",2
19832,"1085","1089",2
19833,"2698","17886",1
19834,"16287","16290",2
19834,"18199","18200",1
19836,"15032","19210",9
19838,"18354","18355",1
19838,"18354","18356",1
19838,"18952","18953",1
19838,"18952","18954",2
19839,"18963","18967",3
19840,"1739","2558",9
19841,"12357","12365",1
19841,"17088","9999",1
19841,"17551","17558",1
19841,"9357","17520",3
19841,"9581","10493",1
19842,"1987","2013",1
19842,"1987","2507",1
19843,"11161","19367",1
19843,"1749","18081",1
19843,"1749","18083",1
19843,"1946","3631",2
19844,"16934","9999",1
19844,"17848","18106",1
19844,"17848","18111",1
19844,"18199","18201",1
19845,"1987","2005",1
19845,"1987","2012",1
19845,"1987","3082",1
19885,"1085","1090",4
19885,"1085","1092",4
19885,"1085","1101",4
19885,"1085","1103",4
19885,"1085","1383",4
19885,"1085","1384",4
19885,"1085","18986",4
19885,"1085","2517",4
19886,"18963","18969",3
19886,"19107","19111",1
19887,"1987","2005",5
19887,"605","1051",3
19888,"17088","9999",1
19888,"17551","18164",1
19890,"13654","18568",1
19890,"16440","16448",1
19890,"18281","18288",1
19899,"2382","19788",2
19899,"2382","19791",2
19899,"2382","19792",2
19900,"17702","17710",1
19900,"17702","17711",1
19900,"17702","19895",2
19900,"18977","19481",1
19901,"16934","9999",1
19902,"11180","12634",2
19902,"18199","18201",1
19903,"1085","1091",1
19903,"1085","2517",1
19904,"1946","14336",1
19904,"1946","1947",2
19907,"17955","17956",2
19907,"17955","19607",2
19907,"17955","19608",2
19907,"2382","15875",2
19907,"2382","19792",2
19908,"18963","18964",1
19908,"18963","18965",2
19908,"18963","18966",1
19908,"18963","18968",2
19916,"13654","16071",1
19916,"13654","16703",1
19916,"13654","16715",1
19916,"13654","17270",1
19916,"13654","17399",1
19916,"13654","18329",1
19916,"13654","18333",1
19916,"18281","19030",1
19929,"16934","9999",4
19930,"1946","3631",1
19933,"19107","19110",1
19935,"2586","18004",1
19936,"19207","9999",5
19936,"3115","16202",3
19936,"3115","7723",3
19937,"11180","19883",1
19937,"12399","12401",1
19937,"16756","16757",1
19937,"17551","18157",2
19937,"17955","18563",1
19967,"19107","19114",2
19968,"1946","14816",1
19970,"18952","18953",2
19971,"13654","16071",1
19971,"13654","16703",1
19971,"13654","16715",2
19971,"13654","18333",1
19971,"1749","18083",1
19971,"17848","18106",1
19971,"19175","19180",1
19971,"2698","2929",1
19971,"6854","7124",1
19971,"6854","7126",1
19974,"17955","17956",1
19974,"17955","17957",1
19974,"17955","19608",1
19974,"19708","19713",1
19974,"9824","9826",1
19974,"9824","9829",1
20005,"15805","15815",1
20005,"19207","9999",1
20005,"9357","16154",1
20005,"9357","16158",1
20005,"9367","17127",1
20006,"1085","1101",6
20007,"18963","18965",3
20008,"17088","9999",3
20008,"18199","18200",2
20008,"19551","9999",2
20008,"19708","19712",3
20008,"19708","19715",3
20012,"19175","19177",1
20012,"19175","19178",1
20012,"1946","14818",1
20012,"1946","15021",1
20013,"16614","16621",1
20013,"16614","16629",1
20015,"16756","16757",1
20015,"16756","16762",1
20015,"16756","16764",1
20015,"16756","16768",1
20016,"13654","18331",1
20016,"13790","13799",2
20016,"17955","18563",1
20016,"18199","18200",2
20016,"2563","19769",1
20016,"2563","9200",1
20016,"2563","9222",1
20016,"9226","9231",1
20017,"1749","18086",1
20017,"19175","19176",1
20017,"19175","19177",1
20017,"19175","19178",1
20017,"19175","19179",1
20017,"19175","19180",1
20017,"19708","19710",1
20017,"19708","19711",1
20017,"19708","19712",1
20017,"19708","19713",1
20017,"19708","19715",1
20017,"19708","19716",2
20020,"16440","19374",1
20020,"16546","19635",1
20020,"19708","19710",1
20020,"19708","19711",2
20020,"19708","19713",1
20020,"19708","19714",1
20020,"19708","19715",1
20021,"1058","18657",6
20021,"19107","19111",2
20021,"605","1050",1
20021,"605","11432",1
20021,"605","1882",1
20021,"605","1885",1
20021,"605","1887",1
20021,"8165","17669",2
20028,"11161","19654",1
20028,"16047","19877",1
20029,"3512","6901",1
20030,"18963","18967",4
20031,"13654","18567",2
20031,"13654","19016",2
20031,"18165","18166",2
20031,"19708","19710",1
20031,"19708","19712",1
20031,"19708","19715",1
20031,"19708","19716",1
20031,"6854","7124",1
20033,"11180","13992",2
20033,"15558","15580",2
20033,"15558","15581",1
20033,"15587","15594",1
20033,"17955","19607",1
20033,"2563","9213",1
20033,"2563","9216",2
20033,"2563","9217",2
20033,"3680","13154",1
20033,"9581","10493",1
20033,"9824","9828",2
20033,"9850","14825",2
20092,"13790","13800",1
20092,"15032","18591",1
20092,"16047","19877",1
20092,"16546","16548",1
20092,"17955","19608",1
20092,"19043","19044",1
20092,"19708","19710",1
20092,"19708","19715",1
20097,"19551","9999",1
20117,"2382","17138",2
20119,"2698","17886",2
20120,"1987","2007",1
20120,"1987","2010",1
20120,"1987","2012",1
20120,"1987","2014",1
20120,"1987","2015",2
20121,"12984","15704",3
20121,"12984","17833",3
20121,"16406","19581",3
20121,"19107","19112",3
20121,"19107","19113",3
20121,"19107","19115",6
20129,"2563","9213",2
20130,"10060","10061",3
20130,"16756","16757",2
20131,"12357","12362",2
20132,"16047","19879",1
20132,"19175","19177",1
20132,"19175","19179",1
20132,"6342","15536",1
20132,"6342","15537",1
20135,"1085","1097",1
20140,"17166","17203",1
20140,"9824","9828",1
20141,"17702","17712",2
20141,"17702","19895",6
20142,"16614","16621",3
20142,"16614","16629",3
20142,"16614","18687",1
20144,"11180","13992",1
20144,"18963","18967",1
20144,"18970","18971",1
20144,"19708","19711",1
20144,"6854","7126",1
20145,"9367","9417",4
20148,"605","1046",1
20148,"605","1882",1
20148,"605","1884",1
20148,"605","1885",1
20149,"19107","19109",1
20149,"19846","19855",3
20153,"14587","14589",1
20153,"17848","18111",1
20153,"17848","18951",1
20154,"16047","19877",1
20154,"18199","18200",1
20154,"1946","3631",1
20155,"2382","17136",4
20170,"13654","16071",2
20170,"13654","17244",1
20170,"13654","17270",2
20170,"13654","18568",2
20172,"11161","19367",1
20172,"19175","19180",1
20173,"12984","17831",1
20173,"12984","17833",1
20173,"12984","17944",1
20173,"16440","19691",1
20173,"16440","19693",2
20173,"19708","19711",1
20173,"19708","19715",2
20173,"19708","19716",2
20173,"9824","9826",2
20173,"9824","9827",2
20173,"9824","9828",2
20173,"9824","9830",2
20235,"605","1048",2
20267,"1058","18657",4
20267,"1144","1160",2
20268,"17151","19056",1
20269,"16999","17004",8
20269,"1739","2532",8
20271,"16614","16619",2
20271,"16614","16621",3
20271,"16614","16627",2
20271,"16614","16629",1
20272,"16614","18687",3
20274,"16246","16248",1
20274,"17848","18108",1
20274,"18970","18971",1
20275,"18977","19483",3
20275,"6854","7124",3
20281,"1085","1097",2
20281,"1085","1101",2
20281,"1572","1573",2
20281,"1572","1575",2
20281,"8165","17662",1
20281,"8165","17664",1
20281,"8165","17665",1
20281,"8165","17667",1
20283,"2382","17138",2
20284,"18963","18968",1
20284,"19708","19709",1
20307,"12357","17801",2
20307,"12357","17802",2
20312,"8165","17662",1
20313,"12399","12401",4
20313,"12984","17831",1
20313,"12984","17833",1
20313,"12984","17944",1
20313,"13790","13797",2
20313,"15587","15589",3
20313,"16440","19445",1
20313,"16440","19691",1
20313,"16440","19692",1
20313,"16440","19693",2
20313,"17955","19608",2
20313,"18963","18968",1
20313,"19708","19711",1
20313,"19708","19715",2
20313,"19708","19716",2
20313,"2938","16168",2
20313,"2938","16169",1
20313,"2938","16170",2
20313,"2938","16171",2
20313,"9824","9826",2
20313,"9824","9827",2
20313,"9824","9828",2
20313,"9824","9830",2
20314,"12399","12401",4
20314,"13790","13797",2
20314,"15587","15589",3
20314,"16440","19445",1
20314,"16440","19692",1
20314,"17955","19608",2
20314,"18963","18968",1
20314,"2938","16168",2
20314,"2938","16169",1
20314,"2938","16170",2
20314,"2938","16171",2
20315,"19207","9999",2
20315,"2698","17886",2
20315,"6854","7124",1
20316,"19107","19108",1
20316,"19107","19109",1
20316,"19107","19113",1
20317,"1946","18368",1
20317,"20204","20205",1
20338,"6854","7124",1
20338,"6854","7126",1
20340,"17848","18106",1
20340,"19107","19110",1
20340,"19107","19116",1
20340,"2382","17138",1
20340,"2382","19786",1
20340,"2382","19789",1
20340,"2382","19790",2
20340,"2382","19792",1
20342,"19207","9999",2
20342,"2698","3443",1
20343,"17702","17712",1
20343,"17702","19895",1
20343,"605","1050",1
20343,"605","1052",1
20343,"605","1883",1
20345,"10496","10510",1
20345,"11180","12635",1
20345,"11180","19883",1
20345,"16047","19879",1
20345,"16440","16444",1
20345,"17848","18108",1
20345,"17848","18109",1
20345,"17848","18110",1
20345,"17955","19909",1
20345,"17955","20226",1
20345,"19175","19178",1
20345,"19175","19180",1
20345,"2563","9217",1
20345,"2698","2701",1
20345,"9367","15773",1
20355,"605","11433",3
20355,"605","1884",3
20356,"13312","19591",6
20356,"13312","19593",3
20356,"1739","8619",1
20364,"19708","19710",1
20364,"19708","19712",1
20366,"1946","17534",2
20368,"605","1050",1
20368,"605","1883",2
20368,"605","1885",2
20369,"11161","12676",1
20369,"19175","19177",2
20369,"19175","19180",1
20369,"1946","14816",1
20369,"1946","14818",1
20369,"1946","1947",4
20369,"1946","2267",1
20370,"18963","18969",1
20542,"6854","7124",2
20543,"13312","19593",1
20543,"17551","17559",1
20543,"18952","18953",1
20543,"8165","17663",1
20543,"8165","17667",1
20543,"9581","9616",1
20543,"9850","14863",1
20544,"16246","16248",2
20544,"17848","18108",1
20546,"20506","20515",3
20546,"20506","9999",4
20546,"20525","20526",1
20546,"20525","20527",2
20546,"20525","20528",2
20546,"20525","20529",2
20546,"20525","20530",2
20546,"2382","19791",1
20548,"10496","10718",1
20548,"11161","19367",1
20548,"14587","14588",3
20548,"18199","18200",1
20548,"19207","9999",2
20549,"6854","7124",2
20550,"20468","20474",1
20550,"20468","9999",1
20552,"13654","17399",1
20552,"13654","19016",1
20552,"16047","19877",1
20552,"16047","19878",1
20552,"16934","9999",1
20552,"17702","17710",2
20552,"17848","18111",1
20552,"18281","18285",1
20552,"18281","18288",1
20552,"18281","19730",1
20585,"17702","17711",2
20585,"9824","9829",1
20586,"1987","2013",1
20587,"2382","19788",1
20667,"13654","16071",1
20667,"13654","16074",2
20667,"13654","18567",1
20667,"18281","19730",1
20667,"18281","20569",1
20667,"19708","19710",2
20667,"19708","19711",1
20667,"19708","19715",1
20667,"19708","19716",1
20679,"16614","16621",2
20679,"9367","9417",1
20680,"1987","2011",1
20682,"14587","14590",4
20683,"12984","17834",6
20683,"13312","19593",3
20683,"18963","18966",3
20683,"18970","18971",6
20683,"18970","18974",7
20695,"1739","12989",1
20695,"1739","2530",1
20695,"1739","3312",1
20697,"1987","2014",3
20697,"1987","2015",2
20698,"17702","17717",1
20698,"17955","18237",1
20698,"18281","19028",1
20698,"2938","16168",1
20698,"2938","16169",1
20698,"9367","15773",1
20699,"1144","1157",2
20700,"19107","19109",1
20700,"19107","19111",2
20700,"19107","19114",2
20700,"19107","20453",2
20702,"11161","19367",3
20702,"11161","19654",3
20704,"1085","2517",1
20704,"1144","1163",1
20704,"1144","19219",2
20704,"18963","18966",1
20704,"18963","18967",1
20704,"18963","18969",2
20705,"10078","18075",1
20705,"11180","11185",2
20705,"11180","12634",1
20705,"11180","12635",1
20705,"11180","12636",1
20705,"16047","19877",1
20705,"16999","17003",1
20705,"17088","9999",1
20705,"17151","19056",1
20705,"17551","17554",1
20705,"17551","17556",1
20705,"17551","17558",1
20705,"17551","17559",1
20705,"1946","15020",1
20705,"20468","9999",2
20705,"20497","20503",1
20705,"20497","9999",3
20705,"20506","20515",1
20705,"20506","9999",1
20705,"20525","20527",1
20705,"20525","20528",1
20705,"8165","17663",1
20705,"8165","17665",1
20706,"17702","19894",2
20707,"16756","16768",1
20707,"17848","18109",1
20707,"1791","1793",1
20708,"15587","15593",1
20708,"17151","19055",3
20708,"18952","18954",1
20708,"9226","9231",1
20708,"9367","9417",3
20709,"16756","16768",1
20709,"17848","18109",1
20709,"1791","1793",1
20712,"16614","16621",1
20712,"16614","19347",2
20718,"15805","20196",2
20718,"15805","20578",1
20718,"15805","20580",1
20718,"17551","17554",1
20718,"17551","17558",2
20718,"17551","18162",1
20718,"17848","18107",2
20718,"17848","18109",2
20718,"17848","18950",2
20718,"20214","20216",1
20718,"9850","14824",1
20719,"17955","20226",1
20719,"19708","19709",1
20719,"19708","19711",1
20720,"10496","10718",1
20720,"13744","13745",1
20720,"15805","20578",1
20720,"15805","20580",1
20720,"18199","18200",1
20721,"605","1048",4
20721,"605","1051",6
20721,"605","1882",2
20721,"605","1884",5
20721,"605","1885",2
20722,"15805","15809",1
20722,"16756","16766",1
20722,"19207","9999",1
20723,"19107","19109",2
20723,"19107","19116",2
20726,"15805","15809",1
20726,"15805","15824",1
20726,"19207","9999",1
20726,"9367","15773",1
20726,"9367","17127",1
20727,"1085","1089",6
20727,"1085","1090",3
20727,"1085","1100",1
20727,"16406","19581",2
20728,"17032","18373",1
20729,"16047","19879",1
20729,"18199","18200",1
20729,"1946","3631",1
20730,"19207","9999",6
20730,"2563","9200",4
20730,"2938","16169",4
20730,"2938","16171",4
20731,"16614","16629",2
20732,"1085","1103",1
20734,"20204","20205",1
20737,"1085","19731",3
20739,"20468","20476",1
20739,"20468","20686",1
20739,"20468","9999",1
20740,"16406","19580",1
20740,"18963","18966",1
20740,"2586","19976",1
20785,"1085","1097",6
20789,"13790","13799",2
20789,"2382","2384",2
20806,"16934","9999",2
20806,"7709","16834",1
20806,"7709","7711",1
20811,"1058","18657",3
20812,"18281","19027",1
20812,"18281","20575",1
20812,"20506","9999",1
20812,"20525","20528",1
20812,"20525","20531",1
20812,"20525","20532",1
20812,"7709","16827",1
20812,"7709","7711",1
20813,"11180","13994",2
20813,"11180","19883",1
20813,"16756","16757",1
20813,"16756","16768",1
20813,"17955","18237",2
20813,"17955","19608",1
20813,"17955","19909",1
20813,"20204","20206",1
20815,"7709","7711",2
20816,"1946","14816",1
20816,"1946","15020",1
20816,"1946","2267",1
20817,"17955","17956",3
20817,"17955","18233",2
20817,"17955","19802",2
20817,"18199","18200",1
20817,"18199","18201",3
20817,"18952","20082",4
20818,"18281","18289",1
20818,"6854","20773",1
20818,"6854","7126",1
20818,"9625","9999",1
20819,"2382","19790",1
20820,"10496","10510",1
20821,"16756","16766",1
20821,"17848","18111",1
20821,"17848","18950",1
20821,"17955","17957",1
20821,"17955","19802",1
20821,"18281","18284",1
20821,"9367","15773",1
20821,"9367","17127",1
20822,"6854","20770",1
20822,"6854","20771",1
20822,"6854","20772",1
20824,"11161","19367",1
20824,"19175","19178",1
20824,"19175","19179",1
20835,"18281","18283",1
20835,"18281","19030",1
20894,"16614","16621",1
20894,"16614","16629",2
20895,"15530","18038",6
20896,"605","11433",3
20896,"605","1884",3
20898,"10496","10510",2
20898,"11161","11163",1
20898,"11161","12660",1
20898,"11161","12661",2
20898,"11161","12676",1
20898,"11161","19366",2
20898,"11161","19367",2
20898,"11161","19654",1
20898,"11161","19655",1
20898,"13744","13745",1
20898,"16047","19877",2
20898,"17551","17554",1
20898,"17551","17555",2
20898,"17551","17558",2
20898,"17551","17559",1
20898,"20468","20472",1
20898,"20468","9999",2
20898,"20497","20504",1
20898,"20497","9999",2
20898,"3680","13154",3
20898,"9581","9613",1
20898,"9581","9999",1
21011,"1085","1384",3
21011,"18963","18968",2
21088,"605","1051",1
21088,"605","1052",1
21089,"2382","15878",3
21089,"2382","2384",3
21090,"21048","21063",1
21108,"2382","17138",2
21109,"21000","21002",3
21109,"21000","21003",3
21109,"21017","21019",1
21109,"21017","21020",2
21109,"21017","21028",1
21109,"21017","21029",1
21109,"21048","21049",1
21109,"21048","21051",1
21109,"21048","21053",1
21109,"21048","21057",1
21109,"21048","21061",1
21109,"21048","21065",1
21109,"21048","21067",1
21109,"21048","21071",1
21110,"20986","20987",1
21110,"20986","20989",1
21110,"20986","20991",1
21110,"21000","21001",2
21110,"21000","21002",2
21110,"21000","21003",1
21110,"21000","21004",2
21111,"1946","3631",1
21111,"1946","3633",1
21111,"20204","20206",1
21112,"20986","20987",1
21112,"20986","20988",1
21112,"20986","20989",1
21112,"20986","20991",1
21155,"20506","9999",1
21155,"21000","21001",2
21155,"21000","21002",2
21155,"21000","21004",2
21156,"20204","20207",1
21156,"21048","21059",1
21156,"21095","21098",1
21156,"9226","9231",1
21157,"1946","14818",1
21157,"1946","15014",1
21157,"1946","1947",2
21157,"1946","2267",1
21158,"6854","20771",1
21158,"6854","20772",1
21158,"6854","20773",1
21158,"6854","20775",1
21162,"13790","13797",1
21162,"1739","2532",10
21163,"17166","17360",1
21163,"1739","17061",1
21163,"20497","20503",1
21163,"20506","9999",1
21163,"20986","20991",1
21175,"17955","17957",1
21175,"21000","21002",1
21175,"21000","21004",2
21175,"21017","21019",1
21175,"21017","21029",1
21175,"21095","21103",1
21175,"21095","21106",1
21176,"21095","21098",1
21176,"21095","21101",1
21176,"21095","21103",1
21176,"21095","21104",1
21176,"21095","21106",1
21177,"1946","1947",12
21178,"19043","19370",1
21178,"19043","19441",1
21178,"19043","19442",2
21178,"19043","19658",1
21178,"19708","19711",1
21178,"19708","19716",1
21179,"18963","18967",3
21179,"18963","18968",2
21179,"18963","18969",1
21179,"2382","19791",2
21180,"2382","15878",1
21180,"2382","19790",2
21181,"605","1882",1
21181,"605","1883",1
21181,"605","1884",1
21181,"605","1885",1
21182,"13654","18568",1
21182,"13654","21092",1
21182,"19708","19712",1
21182,"2382","15878",1
21182,"2382","17136",1
21182,"2382","19786",1
21182,"2382","19788",1
21184,"16406","19581",4
21184,"2382","15874",1
21184,"2382","15875",1
21184,"2382","15921",1
21184,"2382","2384",1
21186,"19207","9999",2
21186,"1946","14334",1
21187,"20986","20988",1
21187,"20986","20989",1
21187,"2938","16169",1
21187,"2938","16170",1
21187,"2938","16171",1
21255,"1987","2005",1
21255,"1987","2007",1
21255,"605","1051",1
21255,"605","1887",1
21256,"2586","18004",1
21256,"2586","18005",1
21256,"6342","15537",2
21257,"12984","15701",1
21257,"12984","15704",1
21257,"17166","17203",1
21257,"18199","21173",1
21258,"19107","19108",1
21258,"19107","19113",1
21258,"19107","20080",1
21258,"19107","20456",1
21261,"605","1050",1
21261,"605","1882",1
21262,"19175","19177",1
21262,"19175","19180",1
21262,"1946","14816",1
21262,"1946","15014",1
21262,"1946","1947",1
21262,"1946","2267",1
21262,"1946","3633",1
21263,"1749","18084",1
21263,"19175","19176",1
21263,"19175","19180",1
21264,"18952","20082",1
21264,"19708","19712",1
21264,"19708","19713",1
21266,"11161","11163",1
21266,"15805","20580",1
21266,"19207","9999",1
21266,"21048","21072",1
21266,"2563","9217",1
21266,"2563","9219",1
21266,"6854","21150",1
21266,"9357","17515",1
21266,"9357","17520",1
21266,"9367","15773",1
21266,"9367","17130",2
21267,"20497","9999",1
21267,"20525","20529",1
21267,"20525","20531",1
21267,"2586","18005",1
21267,"2698","2929",1
21268,"20506","9999",5
21269,"1946","14816",1
21269,"1946","2267",1
21270,"19708","19709",3
21271,"11161","11162",1
21271,"11161","12660",1
21271,"6854","21149",2
21271,"6854","7124",2
21272,"12984","17831",1
21272,"12984","17944",5
21272,"6342","15537",2
21272,"6342","16873",1
21272,"6342","16875",1
21272,"9367","15773",4
21272,"9367","17127",4
21273,"2382","19790",3
21273,"9824","9829",1
21274,"17303","17306",1
21274,"20214","20216",1
21274,"21000","21004",1
21275,"19175","19176",2
21275,"19175","19177",2
21275,"19175","19180",1
21277,"20986","20989",1
21277,"20986","20991",1
21278,"9824","9829",2
21278,"9824","9830",2
21279,"6854","7124",1
21280,"12357","12363",1
21280,"16287","16288",1
21280,"19107","19110",1
21280,"19846","19854",1
21280,"20986","20987",1
21280,"21000","21003",1
21280,"2382","19789",1
21281,"11161","11162",2
21281,"11161","11163",3
21281,"11161","12660",2
21281,"11161","12661",2
21281,"11161","12676",3
21281,"11161","19366",3
21281,"11161","19367",2
21281,"11161","19654",1
21281,"11161","19655",1
21281,"16234","18816",1
21281,"16246","16248",3
21281,"16246","16250",3
21281,"16246","16254",3
21281,"20986","20991",1
21281,"6854","20770",2
21281,"6854","20771",2
21281,"6854","20772",2
21281,"6854","20773",2
21281,"9581","10493",2
21281,"9581","13184",2
21281,"9581","9613",2
21281,"9581","9832",2
21281,"9850","14824",2
21281,"9850","15526",1
21282,"605","1048",2
21282,"605","1885",2
21283,"19175","19176",1
21283,"19175","19177",1
21283,"1946","15014",2
21283,"1946","1947",2
21285,"18963","18968",5
21286,"2382","17136",2
21286,"2382","18317",2
21286,"2382","2384",3
21287,"21048","21052",2
21288,"15558","15580",2
21288,"16047","19877",1
21288,"16047","19878",2
21288,"16495","16496",3
21288,"16495","16498",3
21288,"16495","16500",11
21288,"16495","16502",3
21288,"17166","17201",1
21288,"17166","17204",1
21288,"17848","18107",1
21288,"17848","18109",1
21288,"17848","18111",1
21288,"17848","18950",1
21288,"1791","1792",2
21288,"1791","1793",2
21288,"18199","18200",1
21288,"18199","18201",1
21288,"18199","21173",4
21288,"18952","18953",1
21288,"18952","18954",1
21288,"18952","18955",6
21288,"18952","20082",1
21288,"19207","9999",6
21288,"20214","20215",1
21288,"20214","20217",1
21288,"20468","20472",1
21288,"20468","9999",2
21288,"20497","20503",1
21288,"20497","9999",1
21288,"2260","16330",4
21288,"2260","6710",1
21288,"2260","6711",1
21288,"2260","6734",1
21288,"2260","6735",1
21288,"2260","6736",1
21288,"2586","18004",2
21288,"2586","18005",2
21288,"2698","14848",2
21288,"2698","14849",1
21288,"2698","17924",1
21288,"2698","2701",2
21288,"2698","2929",4
21288,"2698","9962",2
21288,"3512","6901",2
21288,"6854","20771",2
21288,"6854","7124",4
21288,"6854","7126",2
21289,"10855","13050",1
21289,"11180","13992",1
21289,"11180","13994",1
21289,"13312","19591",2
21289,"13312","19592",2
21289,"16287","16290",1
21289,"16999","17003",1
21289,"17166","17204",2
21289,"17166","17357",1
21289,"17166","17362",1
21289,"17955","20226",1
21289,"19551","9999",1
21289,"20497","9999",1
21289,"20986","20987",1
21289,"7709","16827",1
21289,"8165","17664",1
21289,"9824","9827",1
21290,"21095","21102",6
21292,"17955","18237",2
21292,"17955","19607",2
21292,"17955","19608",3
21292,"17955","19802",3
21292,"17955","19909",4
21292,"17955","20226",3
21292,"21095","21102",1
21292,"21095","21104",2
21292,"21095","21105",1
21292,"21095","21107",1
21293,"1085","1089",1
21293,"14587","14588",2
21293,"21095","21106",1
21294,"9841","9845",1
21295,"6854","20773",4
21295,"6854","7124",5
21307,"17166","17355",1
21307,"17166","17359",1
21307,"17166","17362",1
21307,"7709","16834",8
21308,"18977","19481",2
21308,"18977","19484",2
21309,"17032","18373",3
21311,"20468","20540",1
21314,"13654","16715",1
21314,"13654","18329",1
21314,"13654","18331",1
21314,"13654","18333",1
21314,"13654","21128",1
21314,"16614","16621",1
21314,"16614","16625",1
21314,"16614","16631",1
21314,"16614","19277",1
21314,"16614","20466",1
21314,"18281","18282",1
21314,"18281","18284",1
21314,"18281","18288",1
21314,"18281","20570",1
21314,"18281","20572",1
21314,"1987","2006",4
21314,"1987","2010",4
21314,"1987","2013",4
21314,"1987","2014",4
21314,"1987","2018",4
21314,"6854","20772",1
21314,"6854","20775",1
21314,"6854","7124",1
21315,"13790","13797",1
21315,"18952","18953",1
21315,"20468","20540",1
21316,"13312","19591",1
21316,"13312","19595",1
21316,"14587","14588",1
21316,"14587","14590",1
21316,"14587","14591",1
21316,"18970","18972",1
21316,"18970","18974",1
21317,"21095","21096",1
21318,"12357","17801",1
21318,"16614","16615",1
21318,"1739","2527",2
21318,"17702","17708",2
21318,"17702","17711",1
21318,"18977","19485",1
21318,"19107","19108",1
21318,"19107","19111",1
21318,"19107","19113",1
21319,"17032","18373",1
21319,"17702","17716",2
21320,"18165","18166",2
21320,"18165","18167",1
21321,"19175","19176",2
21321,"19175","19177",2
21321,"19175","19179",2
21321,"19175","19180",2
21322,"21048","21053",1
21322,"21048","21063",1
21322,"21048","21067",1
21323,"17955","17956",1
21323,"1946","1947",1
21323,"21000","21002",1
21323,"21017","21026",1
21324,"15530","18044",1
21326,"1946","2267",2
21397,"20468","9999",1
21397,"20497","20504",1
21397,"20497","9999",1
21398,"16614","16617",1
21398,"16614","20466",1
21398,"19107","19111",1
21398,"19107","19113",3
21398,"19107","19115",1
21398,"19107","20453",1
21400,"16614","16633",1
21400,"16614","19348",1
21401,"18977","21160",2
21401,"9841","9842",4
21402,"20468","20474",1
21404,"1987","19420",1
21404,"1987","19421",1
21404,"1987","2009",1
21404,"1987","2014",1
21404,"1987","2015",1
21404,"1987","2016",1
21404,"1987","2018",1
21404,"1987","2507",1
21405,"1946","15014",1
21405,"1946","1947",1
21413,"11161","11162",1
21413,"19099","19102",1
21413,"21048","21060",1
21413,"2563","9213",1
21413,"9357","16158",1
21413,"9841","9845",1
21414,"17032","18374",2
21414,"17032","18375",2
21414,"1946","18368",9
21414,"1946","3631",4
21414,"1946","3633",5
21416,"3680","9999",4
21417,"17166","17199",1
21417,"17166","17200",1
21417,"17166","17201",1
21417,"17166","17203",1
21417,"20204","20205",1
21419,"18281","18289",1
21419,"18281","18561",1
21419,"18281","19029",1
21419,"18281","19730",1
21419,"18281","20200",1
21419,"18281","21190",1
21419,"18281","21192",1
21420,"1085","1101",1
21420,"1085","1103",2
21420,"1085","19731",2
21440,"1085","1088",2
21440,"1085","1091",1
21440,"1085","1095",2
21440,"1085","1101",1
21440,"1085","1103",1
21440,"1144","1159",1
21440,"19107","19116",1
21440,"605","1048",3
21440,"605","11431",3
21440,"605","1885",2
21441,"12357","17799",3
21442,"19846","19855",2
21442,"9824","9825",1
21442,"9824","9826",1
21443,"605","1048",4
21443,"605","1051",4
21443,"605","1884",5
21444,"18199","18200",1
21444,"18199","21173",1
21444,"20214","20215",1
21444,"20214","20216",1
21444,"20214","20217",1
21444,"20986","20987",1
21444,"20986","20989",1
21445,"10060","10061",2
21446,"21048","21054",1
21446,"21048","21060",1
21447,"14587","14588",2
21447,"14587","14591",1
21447,"16934","9999",2
21448,"14007","14014",1
21448,"16287","16288",1
21448,"18165","18166",1
21448,"18354","18355",1
21449,"10078","18075",1
21449,"10078","18190",1
21449,"21048","21054",1
21449,"21048","21058",1
21449,"21048","21060",1
21450,"16999","17003",2
21451,"605","1050",1
21452,"3680","13155",10
21452,"3680","9999",4
21453,"16614","16621",2
21453,"17702","17709",3
21453,"17702","17710",2
21453,"17702","17711",3
21453,"17702","17712",2
21454,"10496","10726",6
21454,"10496","10727",4
21456,"21429","21435",2
21466,"16614","16633",2
21466,"16614","19348",2
21482,"1987","2013",2
21512,"1069","1071",1
21512,"18963","18968",2
21512,"21429","21435",2
21513,"21048","21054",1
21513,"21048","21056",1
21513,"21048","21058",1
21513,"21048","21064",1
21513,"21048","21068",1
21513,"21048","21070",1
21514,"20525","20528",1
21514,"20525","20531",1
21514,"20525","20532",1
21515,"16614","16627",1
21515,"16614","19278",1
21515,"6854","20772",1
